Place,StateCode,Physicians,HealthCosts,WaterQuality,AirQuality
bowlus,mn,98,86.9,73.0,88.0
boy_river,mn,59,86.5,82.0,91.0
boyd,mn,102,87.4,33.0,92.0
braham,mn,99,86.4,60.0,80.0
brainerd,mn,229,83.6,76.0,58.0
brandon,mn,200,87.7,49.0,90.0
breckenridge,mn,31,84.4,40.0,83.0
breezy_point,mn,229,83.6,76.0,84.0
brewster,mn,119,86.9,60.0,91.0
bricelyn,mn,29,89.3,33.0,89.0
brook_park,mn,34,86.8,68.0,86.0
brooklyn_center,mn,339,87.4,27.0,29.0
brooklyn_park,mn,339,87.4,27.0,38.0
brooks,mn,0,86.6,59.0,93.0
brookston,mn,329,87.6,66.0,90.0
brooten,mn,273,87.0,44.0,89.0
browerville,mn,83,86.7,68.0,90.0
browns_valley,mn,29,86.4,33.0,93.0
brownsdale,mn,115,84.8,60.0,85.0
brownsville,mn,85,87.8,45.0,84.0
brownton,mn,139,87.1,13.0,87.0
bruno,mn,34,86.8,68.0,87.0
buckman,mn,98,86.9,73.0,87.0
buffalo,mn,66,88.2,33.0,65.0
buffalo_lake,mn,54,86.6,15.0,88.0
buhl,mn,329,87.6,66.0,91.0
burnsville,mn,132,85.8,5.0,46.0
burtrum,mn,83,86.7,68.0,90.0
butterfield,mn,82,86.5,20.0,90.0
byron,mn,"1,194",84.2,20.0,71.0
caledonia,mn,85,87.8,45.0,83.0
callaway,mn,138,84.7,60.0,91.0
calumet,mn,141,86.3,67.0,88.0
cambridge,mn,99,86.4,60.0,71.0
campbell,mn,31,84.4,40.0,90.0
canby,mn,101,88.0,30.0,92.0
cannon_falls,mn,164,85.5,13.0,74.0
canton,mn,43,86.3,40.0,88.0
carlos,mn,200,87.7,49.0,87.0
carlton,mn,96,88.6,60.0,74.0
carver,mn,165,84.4,10.0,77.0
cass_lake,mn,59,86.5,82.0,91.0
cedar_mills,mn,74,86.3,30.0,87.0
center_city,mn,76,86.5,60.0,69.0
centerville,mn,113,85.5,45.0,61.0
ceylon,mn,190,87.4,20.0,90.0
champlin,mn,339,87.4,27.0,46.0
chandler,mn,48,86.4,40.0,92.0
chanhassen,mn,165,84.4,10.0,56.0
chaska,mn,165,84.4,10.0,62.0
chatfield,mn,43,86.3,40.0,83.0
chickamaw_beach,mn,59,86.5,82.0,88.0
chisago_city,mn,76,86.5,60.0,71.0
chisholm,mn,329,87.6,66.0,80.0
chokio,mn,112,85.3,40.0,92.0
circle_pines,mn,113,85.5,45.0,51.0
clara_city,mn,83,85.8,47.0,89.0
claremont,mn,44,84.8,30.0,85.0
clarissa,mn,83,86.7,68.0,91.0
clarkfield,mn,101,88.0,30.0,92.0
clarks_grove,mn,147,84.1,33.0,86.0
clear_lake,mn,62,86.6,60.0,76.0
clearbrook,mn,34,86.3,67.0,92.0
clearwater,mn,66,88.2,33.0,76.0
clements,mn,58,86.5,20.0,90.0
cleveland,mn,29,86.6,15.0,83.0
climax,mn,67,85.5,54.0,91.0
clinton,mn,119,86.9,30.0,92.0
clitherall,mn,109,85.0,51.0,91.0
clontarf,mn,54,86.7,47.0,89.0
cloquet,mn,96,88.6,60.0,55.0
coates,mn,132,85.8,5.0,71.0
cobden,mn,178,86.8,20.0,84.0
cohasset,mn,141,86.3,67.0,87.0
cokato,mn,66,88.2,33.0,83.0
cold_spring,mn,273,87.0,44.0,80.0
coleraine,mn,141,86.3,67.0,86.0
cologne,mn,165,84.4,10.0,79.0
columbia_heights,mn,113,85.5,45.0,22.0
columbus,mn,113,85.5,45.0,69.0
comfrey,mn,178,86.8,20.0,90.0
comstock,mn,170,86.3,47.0,84.0
conger,mn,147,84.1,33.0,86.0
cook,mn,329,87.6,66.0,91.0
coon_rapids,mn,113,85.5,45.0,43.0
corcoran,mn,339,87.4,27.0,68.0
correll,mn,119,86.9,30.0,92.0
cosmos,mn,74,86.3,30.0,88.0
cottage_grove,mn,218,85.2,20.0,58.0
cottonwood,mn,105,85.9,20.0,91.0
courtland,mn,150,85.5,13.0,87.0
cromwell,mn,96,88.6,60.0,87.0
crookston,mn,67,85.5,54.0,81.0
crosby,mn,229,83.6,76.0,81.0
crystal,mn,339,87.4,27.0,33.0
currie,mn,48,86.4,40.0,92.0
cuyuna,mn,229,83.6,76.0,81.0
cyrus,mn,100,87.1,33.0,91.0
dakota,mn,112,86.2,27.0,82.0
dalton,mn,109,85.0,51.0,90.0
danube,mn,54,86.6,15.0,87.0
danvers,mn,54,86.7,47.0,89.0
darfur,mn,82,86.5,20.0,89.0
darwin,mn,74,86.3,30.0,86.0
dassel,mn,74,86.3,30.0,86.0
dawson,mn,102,87.4,33.0,92.0
dayton,mn,339,87.4,27.0,60.0
de_graff,mn,54,86.7,47.0,90.0
deephaven,mn,339,87.4,27.0,61.0
deer_creek,mn,109,85.0,51.0,90.0
deer_river,mn,141,86.3,67.0,88.0
deerwood,mn,229,83.6,76.0,82.0
delano,mn,66,88.2,33.0,74.0
delavan,mn,29,89.3,33.0,89.0
delhi,mn,58,86.5,20.0,90.0
dellwood,mn,218,85.2,20.0,64.0
denham,mn,34,86.8,68.0,87.0
dennison,mn,164,85.5,13.0,81.0
dent,mn,109,85.0,51.0,91.0
detroit_lakes,mn,138,84.7,60.0,67.0
dexter,mn,115,84.8,60.0,86.0
dilworth,mn,170,86.3,47.0,80.0
dodge_center,mn,44,84.8,30.0,83.0
donaldson,mn,0,86.9,33.0,93.0
donnelly,mn,112,85.3,40.0,92.0
doran,mn,31,84.4,40.0,90.0
dover,mn,"1,194",84.2,20.0,82.0
dovray,mn,48,86.4,40.0,91.0
dresbach,mn,112,86.2,27.0,82.0
duluth,mn,329,87.6,66.0,67.0
dumont,mn,29,86.4,33.0,93.0
dundas,mn,154,86.8,13.0,73.0
dundee,mn,119,86.9,60.0,91.0
dunnell,mn,190,87.4,20.0,90.0
eagan,mn,132,85.8,5.0,46.0
eagle_bend,mn,83,86.7,68.0,91.0
eagle_lake,mn,231,87.7,20.0,83.0
east_bethel,mn,113,85.5,45.0,67.0
east_grand_forks,mn,67,85.5,54.0,83.0
east_gull_lake,mn,59,86.5,82.0,84.0
easton,mn,29,89.3,33.0,89.0
ebro,mn,34,86.3,67.0,92.0
echo,mn,101,88.0,30.0,91.0
eden_prairie,mn,339,87.4,27.0,46.0
eden_valley,mn,74,86.3,30.0,86.0
edgerton,mn,65,85.2,40.0,91.0
edina,mn,339,87.4,27.0,28.0
effie,mn,141,86.3,67.0,93.0
eitzen,mn,85,87.8,45.0,87.0
elba,mn,112,86.2,27.0,83.0
elbow_lake,mn,17,86.5,30.0,91.0
elgin,mn,127,83.8,25.0,84.0
elizabeth,mn,109,85.0,51.0,90.0
elk_river,mn,62,86.6,60.0,61.0
elko_new_market,mn,83,86.7,7.0,75.0
elkton,mn,115,84.8,60.0,87.0
ellendale,mn,147,83.3,30.0,85.0
ellsworth,mn,119,86.9,60.0,90.0
elmdale,mn,98,86.9,73.0,88.0
elmore,mn,29,89.3,33.0,88.0
elrosa,mn,273,87.0,44.0,89.0
ely,mn,329,87.6,66.0,74.0
elysian,mn,29,86.6,15.0,83.0
emily,mn,229,83.6,76.0,88.0
emmons,mn,147,84.1,33.0,86.0
erhard,mn,109,85.0,51.0,91.0
erskine,mn,67,85.5,54.0,92.0
esko,mn,96,88.6,60.0,73.0
evan,mn,178,86.8,20.0,84.0
evansville,mn,200,87.7,49.0,90.0
eveleth,mn,329,87.6,66.0,84.0
excelsior,mn,339,87.4,27.0,61.0
eyota,mn,"1,194",84.2,20.0,82.0
fairfax,mn,54,86.6,15.0,89.0
fairhaven,mn,273,87.0,44.0,82.0
fairmont,mn,190,87.4,20.0,79.0
falcon_heights,mn,279,87.8,1.0,33.0
faribault,mn,154,86.8,13.0,63.0
farmington,mn,132,85.8,5.0,67.0
farwell,mn,100,87.1,33.0,91.0
federal_dam,mn,59,86.5,82.0,91.0
felton,mn,170,86.3,47.0,89.0
fergus_falls,mn,109,85.0,51.0,79.0
fertile,mn,67,85.5,54.0,92.0
fifty_lakes,mn,229,83.6,76.0,88.0
finland,mn,104,88.3,73.0,89.0
finlayson,mn,34,86.8,68.0,87.0
fisher,mn,67,85.5,54.0,91.0
flensburg,mn,98,86.9,73.0,87.0
floodwood,mn,329,87.6,66.0,90.0
florence,mn,105,85.9,20.0,91.0
foley,mn,60,86.7,58.0,83.0
forada,mn,200,87.7,49.0,89.0
forest_lake,mn,218,85.2,20.0,59.0
foreston,mn,136,86.8,59.0,83.0
fort_ripley,mn,229,83.6,76.0,83.0
fosston,mn,67,85.5,54.0,92.0
fountain,mn,43,86.3,40.0,85.0
foxhome,mn,31,84.4,40.0,90.0
franklin,mn,54,86.6,15.0,89.0
frazee,mn,138,84.7,60.0,87.0
freeborn,mn,147,84.1,33.0,87.0
freeport,mn,273,87.0,44.0,88.0
fridley,mn,113,85.5,45.0,25.0
frontenac,mn,164,85.5,13.0,82.0
frost,mn,29,89.3,33.0,89.0
fulda,mn,48,86.4,40.0,92.0
garden_city,mn,231,87.7,20.0,85.0
garfield,mn,200,87.7,49.0,88.0
garrison,mn,229,83.6,76.0,85.0
garvin,mn,105,85.9,20.0,91.0
gary,mn,15,86.3,50.0,92.0
gaylord,mn,34,86.6,13.0,85.0
gem_lake,mn,279,87.8,1.0,49.0
geneva,mn,147,84.1,33.0,87.0
genola,mn,98,86.9,73.0,87.0
georgetown,mn,170,86.3,47.0,89.0
ghent,mn,105,85.9,20.0,91.0
gibbon,mn,34,86.6,13.0,87.0
gilbert,mn,329,87.6,66.0,88.0
gilman,mn,60,86.7,58.0,85.0
glencoe,mn,139,87.1,13.0,77.0
glenville,mn,147,84.1,33.0,86.0
glenwood,mn,100,87.1,33.0,87.0
glyndon,mn,170,86.3,47.0,84.0
golden_valley,mn,339,87.4,27.0,30.0
gonvick,mn,34,86.3,67.0,92.0
good_thunder,mn,231,87.7,20.0,88.0
goodhue,mn,164,85.5,13.0,83.0
goodland,mn,141,86.3,67.0,89.0
goodridge,mn,162,86.6,60.0,93.0
goodview,mn,112,86.2,27.0,77.0
graceville,mn,119,86.9,30.0,92.0
granada,mn,190,87.4,20.0,89.0
grand_marais,mn,77,87.3,87.0,90.0
grand_meadow,mn,115,84.8,60.0,86.0
grand_rapids,mn,141,86.3,67.0,72.0
grant,mn,218,85.2,20.0,65.0
grasston,mn,95,83.7,60.0,83.0
green_isle,mn,34,86.6,13.0,84.0
greenbush,mn,70,86.7,30.0,93.0
greenfield,mn,339,87.4,27.0,74.0
greenwald,mn,273,87.0,44.0,88.0
greenwood,mn,339,87.4,27.0,61.0
grey_eagle,mn,83,86.7,68.0,89.0
grove_city,mn,74,86.3,30.0,88.0
grygla,mn,11,86.7,47.0,93.0
gully,mn,67,85.5,54.0,92.0
hackensack,mn,59,86.5,82.0,88.0
hadley,mn,48,86.4,40.0,92.0
hallock,mn,0,86.9,33.0,93.0
halma,mn,0,86.9,33.0,92.0
halstad,mn,15,86.3,50.0,91.0
ham_lake,mn,113,85.5,45.0,60.0
hamburg,mn,165,84.4,10.0,81.0
hammond,mn,127,83.8,25.0,82.0
hampton,mn,132,85.8,5.0,76.0
hancock,mn,112,85.3,40.0,89.0
hanley_falls,mn,101,88.0,30.0,91.0
hanover,mn,66,88.2,33.0,59.0
hanska,mn,178,86.8,20.0,89.0
harding,mn,98,86.9,73.0,88.0
hardwick,mn,104,85.6,57.0,90.0
harmony,mn,43,86.3,40.0,88.0
harris,mn,76,86.5,60.0,78.0
hartland,mn,147,84.1,33.0,87.0
hastings,mn,132,85.8,5.0,59.0
hatfield,mn,65,85.2,40.0,91.0
hawley,mn,170,86.3,47.0,90.0
hayfield,mn,44,84.8,30.0,85.0
hayward,mn,147,84.1,33.0,86.0
hazel_run,mn,101,88.0,30.0,90.0
hector,mn,54,86.6,15.0,88.0
heidelberg,mn,29,86.6,15.0,81.0
henderson,mn,34,86.6,13.0,84.0
hendricks,mn,121,86.3,20.0,93.0
hendrum,mn,15,86.3,50.0,91.0
henning,mn,109,85.0,51.0,90.0
henriette,mn,34,86.8,68.0,85.0
herman,mn,17,86.5,30.0,91.0
hermantown,mn,329,87.6,66.0,83.0
heron_lake,mn,30,86.9,27.0,91.0
hewitt,mn,83,86.7,68.0,91.0
hibbing,mn,329,87.6,66.0,78.0
high_forest,mn,"1,194",84.2,20.0,80.0
hill_city,mn,89,82.7,66.0,91.0
hillman,mn,98,86.9,73.0,88.0
hills,mn,104,85.6,57.0,89.0
hilltop,mn,113,85.5,45.0,22.0
hinckley,mn,34,86.8,68.0,86.0
hitterdal,mn,170,86.3,47.0,90.0
hoffman,mn,17,86.5,30.0,91.0
hokah,mn,85,87.8,45.0,84.0
holdingford,mn,273,87.0,44.0,87.0
holland,mn,65,85.2,40.0,92.0
hollandale,mn,147,84.1,33.0,87.0
holloway,mn,54,86.7,47.0,91.0
holt,mn,11,86.7,47.0,93.0
homer,mn,112,86.2,27.0,82.0
hopkins,mn,339,87.4,27.0,32.0
houston,mn,85,87.8,45.0,86.0
howard_lake,mn,66,88.2,33.0,81.0
hoyt_lakes,mn,329,87.6,66.0,92.0
hugo,mn,218,85.2,20.0,63.0
humboldt,mn,0,86.9,33.0,93.0
hutchinson,mn,139,87.1,13.0,73.0
ihlen,mn,65,85.2,40.0,91.0
independence,mn,339,87.4,27.0,71.0
inger,mn,141,86.3,67.0,92.0
international_falls,mn,62,86.6,60.0,69.0
inver_grove_heights,mn,132,85.8,5.0,51.0
iona,mn,48,86.4,40.0,92.0
iron_junction,mn,329,87.6,66.0,88.0
ironton,mn,229,83.6,76.0,81.0
isanti,mn,99,86.4,60.0,71.0
isle,mn,136,86.8,59.0,84.0
ivanhoe,mn,121,86.3,20.0,93.0
jackson,mn,30,86.9,27.0,83.0
janesville,mn,53,86.0,20.0,84.0
jeffers,mn,69,87.2,20.0,92.0
jenkins,mn,229,83.6,76.0,87.0
johnson,mn,?,?,?,?
jordan,mn,83,86.7,7.0,77.0
kandiyohi,mn,226,87.5,30.0,88.0
karlstad,mn,0,86.9,33.0,92.0
kasota,mn,29,86.6,15.0,83.0
kasson,mn,44,84.8,30.0,77.0
keewatin,mn,141,86.3,67.0,88.0
kelliher,mn,164,82.7,60.0,93.0
kellogg,mn,127,83.8,25.0,83.0
kennedy,mn,0,86.9,33.0,93.0
kenneth,mn,104,85.6,57.0,90.0
kensington,mn,200,87.7,49.0,90.0
kent,mn,31,84.4,40.0,90.0
kenyon,mn,164,85.5,13.0,84.0
kerkhoven,mn,54,86.7,47.0,90.0
kerrick,mn,34,86.8,68.0,87.0
kettle_river,mn,96,88.6,60.0,87.0
kiester,mn,29,89.3,33.0,89.0
kilkenny,mn,29,86.6,15.0,83.0
kimball,mn,273,87.0,44.0,82.0
kinbrae,mn,?,?,?,?
kingston,mn,74,86.3,30.0,86.0
kinney,mn,329,87.6,66.0,91.0
la_crescent,mn,85,87.8,45.0,74.0
la_prairie,mn,141,86.3,67.0,76.0
la_salle,mn,82,86.5,20.0,89.0
lafayette,mn,150,85.5,13.0,87.0
lake_benton,mn,121,86.3,20.0,92.0
lake_bronson,mn,0,86.9,33.0,92.0
lake_city,mn,127,83.8,25.0,75.0
lake_crystal,mn,231,87.7,20.0,85.0
lake_elmo,mn,218,85.2,20.0,62.0
lake_george,mn,136,85.7,86.0,90.0
lake_henry,mn,273,87.0,44.0,89.0
lake_lillian,mn,226,87.5,30.0,87.0
lake_park,mn,138,84.7,60.0,90.0
lake_shore,mn,59,86.5,82.0,87.0
lake_st._croix_beach,mn,218,85.2,20.0,64.0
lake_wilson,mn,48,86.4,40.0,92.0
lakefield,mn,30,86.9,27.0,90.0
lakeland,mn,218,85.2,20.0,64.0
lakeland_shores,mn,218,85.2,20.0,64.0
lakeville,mn,132,85.8,5.0,61.0
lamberton,mn,58,86.5,20.0,90.0
lancaster,mn,0,86.9,33.0,92.0
landfall,mn,218,85.2,20.0,48.0
lanesboro,mn,43,86.3,40.0,87.0
lansing,mn,115,84.8,60.0,85.0
laporte,mn,136,85.7,86.0,90.0
lastrup,mn,98,86.9,73.0,88.0
lauderdale,mn,279,87.8,1.0,23.0
le_center,mn,29,86.6,15.0,84.0
le_roy,mn,115,84.8,60.0,87.0
le_sueur,mn,29,86.6,15.0,79.0
lengby,mn,67,85.5,54.0,92.0
leonard,mn,34,86.3,67.0,92.0
leonidas,mn,329,87.6,66.0,86.0
leota,mn,119,86.9,60.0,91.0
lester_prairie,mn,139,87.1,13.0,83.0
lewiston,mn,112,86.2,27.0,85.0
lewisville,mn,82,86.5,20.0,90.0
lexington,mn,113,85.5,45.0,45.0
lilydale,mn,132,85.8,5.0,41.0
lindstrom,mn,76,86.5,60.0,71.0
lino_lakes,mn,113,85.5,45.0,56.0
lismore,mn,119,86.9,60.0,91.0
litchfield,mn,74,86.3,30.0,76.0
little_canada,mn,279,87.8,1.0,39.0
little_falls,mn,98,86.9,73.0,67.0
little_rock,mn,164,82.7,60.0,92.0
littlefork,mn,62,86.6,60.0,89.0
long_beach,mn,100,87.1,33.0,87.0
long_lake,mn,339,87.4,27.0,53.0
long_prairie,mn,83,86.7,68.0,85.0
longville,mn,59,86.5,82.0,90.0
lonsdale,mn,154,86.8,13.0,77.0
loretto,mn,339,87.4,27.0,66.0
louisburg,mn,102,87.4,33.0,92.0
lowry,mn,100,87.1,33.0,90.0
lucan,mn,58,86.5,20.0,91.0
lutsen,mn,77,87.3,87.0,93.0
luverne,mn,104,85.6,57.0,82.0
lyle,mn,115,84.8,60.0,87.0
lynd,mn,105,85.9,20.0,91.0
mabel,mn,43,86.3,40.0,87.0
madelia,mn,82,86.5,20.0,89.0
madison,mn,102,87.4,33.0,92.0
madison_lake,mn,231,87.7,20.0,83.0
magnolia,mn,104,85.6,57.0,89.0
mahnomen,mn,55,86.3,58.0,91.0
mahtomedi,mn,218,85.2,20.0,57.0
mahtowa,mn,96,88.6,60.0,82.0
manchester,mn,147,84.1,33.0,87.0
manhattan_beach,mn,229,83.6,76.0,87.0
mankato,mn,231,87.7,20.0,55.0
mantorville,mn,44,84.8,30.0,83.0
maple_grove,mn,339,87.4,27.0,49.0
maple_lake,mn,66,88.2,33.0,76.0
maple_plain,mn,339,87.4,27.0,71.0
mapleton,mn,231,87.7,20.0,87.0
mapleview,mn,115,84.8,60.0,74.0
maplewood,mn,279,87.8,1.0,46.0
marble,mn,141,86.3,67.0,88.0
marietta,mn,102,87.4,33.0,93.0
marine_on_st._croix,mn,218,85.2,20.0,70.0
marion,mn,"1,194",84.2,20.0,72.0
marshall,mn,105,85.9,20.0,73.0
martin_lake,mn,113,85.5,45.0,71.0
mayer,mn,165,84.4,10.0,81.0
maynard,mn,83,85.8,47.0,89.0
mazeppa,mn,127,83.8,25.0,82.0
mcgrath,mn,89,82.7,66.0,90.0
mcgregor,mn,89,82.7,66.0,90.0
mcintosh,mn,67,85.5,54.0,92.0
mckinley,mn,329,87.6,66.0,90.0
meadowlands,mn,329,87.6,66.0,91.0
medford,mn,147,83.3,30.0,82.0
medicine_lake,mn,339,87.4,27.0,45.0
medina,mn,339,87.4,27.0,66.0
meire_grove,mn,273,87.0,44.0,88.0
melrose,mn,273,87.0,44.0,87.0
menahga,mn,72,86.1,100.0,89.0
mendota,mn,132,85.8,5.0,41.0
mendota_heights,mn,132,85.8,5.0,46.0
mentor,mn,67,85.5,54.0,92.0
merrifield,mn,229,83.6,76.0,82.0
middle_river,mn,11,86.7,47.0,93.0
midway,mn,55,86.3,58.0,93.0
miesville,mn,132,85.8,5.0,76.0
milaca,mn,136,86.8,59.0,82.0
milan,mn,83,85.8,47.0,91.0
millerville,mn,200,87.7,49.0,91.0
millville,mn,127,83.8,25.0,84.0
milroy,mn,58,86.5,20.0,91.0
miltona,mn,200,87.7,49.0,91.0
minneapolis,mn,339,87.4,27.0,20.0
minneiska,mn,127,83.8,25.0,83.0
minneota,mn,105,85.9,20.0,91.0
minnesota_city,mn,112,86.2,27.0,83.0
minnesota_lake,mn,29,89.3,33.0,89.0
minnetonka,mn,339,87.4,27.0,45.0
minnetonka_beach,mn,339,87.4,27.0,67.0
minnetrista,mn,339,87.4,27.0,75.0
mizpah,mn,62,86.6,60.0,92.0
montevideo,mn,83,85.8,47.0,85.0
montgomery,mn,29,86.6,15.0,83.0
monticello,mn,66,88.2,33.0,66.0
montrose,mn,66,88.2,33.0,79.0
moorhead,mn,170,86.3,47.0,69.0
moose_lake,mn,96,88.6,60.0,82.0
mora,mn,95,83.7,60.0,67.0
morgan,mn,58,86.5,20.0,90.0
morris,mn,112,85.3,40.0,89.0
morristown,mn,154,86.8,13.0,82.0
morton,mn,54,86.6,15.0,89.0
motley,mn,98,86.9,73.0,87.0
mound,mn,339,87.4,27.0,66.0
mounds_view,mn,279,87.8,1.0,35.0
mountain_iron,mn,329,87.6,66.0,86.0
mountain_lake,mn,69,87.2,20.0,91.0
murdock,mn,54,86.7,47.0,90.0
myrtle,mn,147,84.1,33.0,86.0
nashua,mn,31,84.4,40.0,90.0
nashwauk,mn,141,86.3,67.0,88.0
nassau,mn,102,87.4,33.0,93.0
naytahwaush,mn,55,86.3,58.0,93.0
nelson,mn,200,87.7,49.0,87.0
nerstrand,mn,154,86.8,13.0,81.0
nevis,mn,136,85.7,86.0,88.0
new_auburn,mn,34,86.6,13.0,84.0
new_brighton,mn,279,87.8,1.0,30.0
new_germany,mn,165,84.4,10.0,81.0
new_hope,mn,339,87.4,27.0,30.0
new_london,mn,226,87.5,30.0,86.0
new_munich,mn,273,87.0,44.0,88.0
new_prague,mn,83,86.7,7.0,78.0
new_richland,mn,53,86.0,20.0,87.0
new_trier,mn,132,85.8,5.0,76.0
new_ulm,mn,178,86.8,20.0,63.0
new_york_mills,mn,109,85.0,51.0,90.0
newfolden,mn,11,86.7,47.0,93.0
newport,mn,218,85.2,20.0,50.0
nicollet,mn,150,85.5,13.0,83.0
nielsville,mn,67,85.5,54.0,91.0
nimrod,mn,72,86.1,100.0,89.0
nisswa,mn,229,83.6,76.0,84.0
norcross,mn,17,86.5,30.0,91.0
north_branch,mn,76,86.5,60.0,70.0
north_mankato,mn,150,85.5,13.0,58.0
north_oaks,mn,279,87.8,1.0,57.0
north_st._paul,mn,279,87.8,1.0,42.0
northfield,mn,154,86.8,13.0,64.0
northome,mn,62,86.6,60.0,92.0
northrop,mn,190,87.4,20.0,89.0
norwood_young_america,mn,165,84.4,10.0,81.0
nowthen,mn,113,85.5,45.0,68.0
oak_grove,mn,113,85.5,45.0,68.0
oak_park_heights,mn,218,85.2,20.0,61.0
oakdale,mn,218,85.2,20.0,48.0
odessa,mn,119,86.9,30.0,92.0
odin,mn,82,86.5,20.0,90.0
ogema,mn,138,84.7,60.0,91.0
ogilvie,mn,95,83.7,60.0,85.0
okabena,mn,30,86.9,27.0,91.0
oklee,mn,0,86.6,59.0,93.0
olivia,mn,54,86.6,15.0,87.0
onamia,mn,136,86.8,59.0,88.0
ormsby,mn,82,86.5,20.0,90.0
orono,mn,339,87.4,27.0,67.0
oronoco,mn,"1,194",84.2,20.0,80.0
orr,mn,329,87.6,66.0,92.0
ortonville,mn,119,86.9,30.0,86.0
osage,mn,138,84.7,60.0,91.0
osakis,mn,200,87.7,49.0,89.0
oslo,mn,11,86.7,47.0,93.0
osseo,mn,339,87.4,27.0,30.0
ostrander,mn,43,86.3,40.0,85.0
otsego,mn,66,88.2,33.0,65.0
ottertail,mn,109,85.0,51.0,91.0
owatonna,mn,147,83.3,30.0,63.0
palisade,mn,89,82.7,66.0,91.0
park_rapids,mn,136,85.7,86.0,56.0
parkers_prairie,mn,109,85.0,51.0,91.0
paynesville,mn,273,87.0,44.0,83.0
pease,mn,136,86.8,59.0,83.0
pelican_rapids,mn,109,85.0,51.0,91.0
pemberton,mn,231,87.7,20.0,87.0
pennock,mn,226,87.5,30.0,86.0
pequot_lakes,mn,229,83.6,76.0,84.0
perham,mn,109,85.0,51.0,89.0
perley,mn,15,86.3,50.0,91.0
peterson,mn,43,86.3,40.0,86.0
pierz,mn,98,86.9,73.0,87.0
pillager,mn,59,86.5,82.0,87.0
pine_bend,mn,55,86.3,58.0,93.0
pine_city,mn,34,86.8,68.0,76.0
pine_island,mn,164,85.5,13.0,82.0
pine_point,mn,138,84.7,60.0,91.0
pine_river,mn,59,86.5,82.0,88.0
pine_springs,mn,218,85.2,20.0,54.0
pipestone,mn,65,85.2,40.0,82.0
plainview,mn,127,83.8,25.0,77.0
plato,mn,139,87.1,13.0,83.0
plummer,mn,0,86.6,59.0,93.0
plymouth,mn,339,87.4,27.0,45.0
ponemah,mn,164,82.7,60.0,92.0
porter,mn,101,88.0,30.0,92.0
preston,mn,43,86.3,40.0,87.0
princeton,mn,136,86.8,59.0,71.0
prinsburg,mn,226,87.5,30.0,88.0
prior_lake,mn,83,86.7,7.0,62.0
proctor,mn,329,87.6,66.0,77.0
quamba,mn,95,83.7,60.0,87.0
racine,mn,115,84.8,60.0,86.0
ramsey,mn,113,85.5,45.0,53.0
randall,mn,98,86.9,73.0,87.0
randolph,mn,132,85.8,5.0,76.0
ranier,mn,62,86.6,60.0,74.0
raymond,mn,226,87.5,30.0,88.0
red_lake,mn,164,82.7,60.0,92.0
red_lake_falls,mn,0,86.6,59.0,92.0
red_wing,mn,164,85.5,13.0,65.0
redby,mn,164,82.7,60.0,92.0
redwood_falls,mn,58,86.5,20.0,81.0
regal,mn,226,87.5,30.0,88.0
remer,mn,59,86.5,82.0,91.0
renville,mn,54,86.6,15.0,89.0
revere,mn,58,86.5,20.0,90.0
rice,mn,60,86.7,58.0,83.0
richfield,mn,339,87.4,27.0,22.0
richmond,mn,273,87.0,44.0,86.0
richville,mn,109,85.0,51.0,90.0
riverland,mn,55,86.3,58.0,91.0
riverton,mn,229,83.6,76.0,83.0
robbinsdale,mn,339,87.4,27.0,34.0
rochester,mn,"1,194",84.2,20.0,52.0
rock_creek,mn,34,86.8,68.0,83.0
rockford,mn,66,88.2,33.0,75.0
rockville,mn,273,87.0,44.0,83.0
rogers,mn,339,87.4,27.0,39.0
rollingstone,mn,112,86.2,27.0,83.0
ronneby,mn,60,86.7,58.0,83.0
roosevelt,mn,70,86.7,30.0,92.0
roscoe,mn,273,87.0,44.0,86.0
rose_creek,mn,115,84.8,60.0,85.0
roseau,mn,70,86.7,30.0,88.0
rosemount,mn,132,85.8,5.0,60.0
roseville,mn,279,87.8,1.0,35.0
rothsay,mn,31,84.4,40.0,91.0
round_lake,mn,119,86.9,60.0,90.0
roy_lake,mn,34,86.3,67.0,92.0
royalton,mn,98,86.9,73.0,84.0
rush_city,mn,76,86.5,60.0,78.0
rushford,mn,43,86.3,40.0,86.0
rushford_village,mn,43,86.3,40.0,86.0
rushmore,mn,119,86.9,60.0,91.0
russell,mn,105,85.9,20.0,91.0
ruthton,mn,65,85.2,40.0,92.0
rutledge,mn,34,86.8,68.0,87.0
sabin,mn,170,86.3,47.0,84.0
sacred_heart,mn,54,86.6,15.0,89.0
sanborn,mn,58,86.5,20.0,90.0
sandstone,mn,34,86.8,68.0,88.0
sargeant,mn,115,84.8,60.0,86.0
sartell,mn,273,87.0,44.0,70.0
sauk_centre,mn,273,87.0,44.0,86.0
sauk_rapids,mn,60,86.7,58.0,58.0
savage,mn,83,86.7,7.0,55.0
scandia,mn,218,85.2,20.0,72.0
scanlon,mn,96,88.6,60.0,33.0
seaforth,mn,58,86.5,20.0,90.0
searles,mn,178,86.8,20.0,89.0
sebeka,mn,72,86.1,100.0,89.0
sedan,mn,100,87.1,33.0,90.0
shafer,mn,76,86.5,60.0,80.0
shakopee,mn,83,86.7,7.0,61.0
shelly,mn,15,86.3,50.0,91.0
sherburn,mn,190,87.4,20.0,89.0
shevlin,mn,34,86.3,67.0,92.0
