Place,StateCode,Physicians,HealthCosts,WaterQuality,AirQuality
mount_pleasant,tx,144,110.7,60.0,39.0
mount_vernon,tx,47,109.3,60.0,45.0
mountain_city,tx,85,94.7,87.0,69.0
muenster,tx,61,111.3,100.0,62.0
muleshoe,tx,111,107.8,50.0,84.0
mullin,tx,82,105.0,89.0,75.0
munday,tx,78,105.4,81.0,76.0
muniz,tx,93,85.0,60.0,83.0
murchison,tx,86,106.6,73.0,63.0
murillo,tx,93,85.0,60.0,81.0
murphy,tx,228,96.9,80.0,63.0
mustang_ridge,tx,229,92.3,80.0,70.0
myrtle_springs,tx,22,110.5,100.0,61.0
nacogdoches,tx,198,112.2,81.0,47.0
naples,tx,24,107.9,47.0,55.0
nash,tx,258,104.7,72.0,48.0
nassau_bay,tx,185,93.8,37.0,63.0
natalia,tx,35,95.5,90.0,69.0
navarro,tx,91,104.6,80.0,62.0
navasota,tx,29,81.9,67.0,69.0
nazareth,tx,52,104.0,40.0,85.0
nederland,tx,205,94.4,71.0,43.0
needville,tx,141,93.1,47.0,74.0
nevada,tx,228,96.9,80.0,64.0
new_berlin,tx,64,116.0,88.0,73.0
new_boston,tx,258,104.7,72.0,51.0
new_braunfels,tx,153,94.1,99.0,59.0
new_chapel_hill,tx,331,106.4,87.0,56.0
new_deal,tx,241,104.7,60.0,79.0
new_fairview,tx,84,121.8,90.0,40.0
new_falcon,tx,21,111.1,50.0,78.0
new_home,tx,52,105.1,60.0,82.0
new_hope,tx,228,96.9,80.0,63.0
new_london,tx,55,110.8,73.0,53.0
new_summerfield,tx,101,100.8,100.0,58.0
new_waverly,tx,78,107.7,60.0,61.0
newark,tx,84,121.8,90.0,39.0
newcastle,tx,88,104.7,71.0,65.0
newton,tx,29,101.6,47.0,59.0
neylandville,tx,67,119.9,86.0,64.0
niederwald,tx,85,94.7,87.0,70.0
nina,tx,27,87.5,80.0,82.0
nixon,tx,54,109.7,73.0,74.0
nocona,tx,47,110.2,90.0,59.0
nocona_hills,tx,47,110.2,90.0,66.0
nolanville,tx,259,93.4,84.0,66.0
nome,tx,205,94.4,71.0,57.0
noonday,tx,331,106.4,87.0,59.0
nordheim,tx,48,109.1,59.0,76.0
normangee,tx,23,108.2,73.0,63.0
normanna,tx,61,102.3,50.0,79.0
north_alamo,tx,93,85.0,60.0,82.0
north_cleveland,tx,40,100.5,53.0,56.0
north_escobares,tx,27,87.5,80.0,83.0
north_pearsall,tx,43,111.1,89.0,72.0
north_richland_hills,tx,163,96.8,90.0,43.0
north_san_pedro,tx,208,102.8,77.0,80.0
northlake,tx,96,97.5,72.0,42.0
novice,tx,48,105.4,100.0,76.0
oak_grove,tx,52,113.5,80.0,65.0
oak_island,tx,21,100.8,56.0,73.0
oak_leaf,tx,77,116.9,72.0,59.0
oak_point,tx,96,97.5,72.0,63.0
oak_ridge_(kaufman_cnty),tx,52,113.5,80.0,60.0
oak_ridge_north,tx,142,97.3,61.0,45.0
oak_trail_shores,tx,114,110.7,100.0,59.0
oak_valley,tx,91,104.6,80.0,61.0
oakhurst,tx,11,115.5,40.0,65.0
oakwood,tx,23,108.2,73.0,57.0
o'brien,tx,35,105.8,88.0,76.0
odem,tx,52,101.3,68.0,79.0
odessa,tx,134,104.9,50.0,56.0
o'donnell,tx,52,105.1,60.0,80.0
oglesby,tx,31,108.4,72.0,67.0
oilton,tx,76,90.5,90.0,82.0
old_river-winfree,tx,21,100.8,56.0,62.0
olivarez,tx,93,85.0,60.0,81.0
olmito,tx,112,89.8,61.0,84.0
olmos_park,tx,231,91.2,70.0,59.0
olney,tx,88,104.7,71.0,70.0
olton,tx,22,103.3,50.0,84.0
omaha,tx,24,107.9,47.0,55.0
onalaska,tx,96,110.5,60.0,65.0
opdyke_west,tx,51,102.7,60.0,81.0
orange,tx,49,99.5,73.0,39.0
orange_grove,tx,65,102.8,80.0,81.0
orason,tx,112,89.8,61.0,86.0
orchard,tx,141,93.1,47.0,74.0
ore_city,tx,37,111.7,47.0,52.0
overton,tx,55,110.8,73.0,53.0
ovilla,tx,77,116.9,72.0,59.0
owl_ranch,tx,65,102.8,80.0,81.0
oyster_creek,tx,137,86.4,64.0,78.0
ozona,tx,27,106.3,100.0,75.0
paducah,tx,0,104.4,60.0,75.0
paint_rock,tx,74,78.6,99.0,79.0
paisano_park,tx,52,101.3,68.0,80.0
palacios,tx,71,110.9,61.0,86.0
palestine,tx,101,112.8,60.0,54.0
palisades,tx,160,104.9,40.0,82.0
palm_valley,tx,112,89.8,61.0,79.0
palmer,tx,77,116.9,72.0,63.0
palmhurst,tx,93,85.0,60.0,80.0
palmview,tx,93,85.0,60.0,78.0
palmview_south,tx,93,85.0,60.0,81.0
palo_blanco,tx,27,87.5,80.0,83.0
palo_pinto,tx,79,108.4,99.0,65.0
paloma_creek,tx,96,97.5,72.0,63.0
paloma_creek_south,tx,96,97.5,72.0,63.0
pampa,tx,99,104.6,60.0,73.0
panhandle,tx,0,104.9,86.0,81.0
panorama_village,tx,142,97.3,61.0,61.0
pantego,tx,163,96.8,90.0,44.0
paradise,tx,84,121.8,90.0,53.0
paris,tx,188,109.7,76.0,56.0
parker,tx,228,96.9,80.0,63.0
pasadena,tx,185,93.8,37.0,49.0
pattison,tx,19,100.8,52.0,70.0
patton_village,tx,142,97.3,61.0,53.0
pawnee,tx,61,102.3,50.0,79.0
payne_springs,tx,86,106.6,73.0,61.0
pearland,tx,137,86.4,64.0,57.0
pearsall,tx,43,111.1,89.0,73.0
pecan_acres,tx,163,96.8,90.0,33.0
pecan_gap,tx,19,117.1,60.0,65.0
pecan_grove,tx,141,93.1,47.0,68.0
pecan_hill,tx,77,116.9,72.0,58.0
pecan_plantation,tx,114,110.7,100.0,48.0
pecos,tx,34,102.3,50.0,50.0
pelican_bay,tx,163,96.8,90.0,31.0
pena,tx,27,87.5,80.0,83.0
penelope,tx,55,103.2,100.0,70.0
penitas,tx,93,85.0,60.0,79.0
perezville,tx,93,85.0,60.0,79.0
perrin,tx,45,109.3,80.0,65.0
perryton,tx,47,104.4,60.0,75.0
petersburg,tx,70,104.9,50.0,83.0
petrolia,tx,39,120.9,76.0,68.0
petronila,tx,208,102.8,77.0,83.0
pettus,tx,61,102.3,50.0,79.0
pflugerville,tx,229,92.3,80.0,65.0
pharr,tx,93,85.0,60.0,77.0
pilot_point,tx,96,97.5,72.0,60.0
pine_forest,tx,49,99.5,73.0,50.0
pine_harbor,tx,20,107.2,33.0,54.0
pine_island,tx,19,100.8,52.0,68.0
pinehurst_cdp,tx,142,97.3,61.0,63.0
pineland,tx,48,110.0,40.0,46.0
pinewood_estates,tx,39,106.6,47.0,56.0
piney_point_village,tx,185,93.8,37.0,53.0
pittsburg,tx,55,109.3,40.0,50.0
placedo,tx,199,109.0,52.0,78.0
plains,tx,59,105.1,50.0,77.0
plainview,tx,70,104.9,50.0,75.0
plano,tx,228,96.9,80.0,55.0
pleak,tx,141,93.1,47.0,71.0
pleasant_hill,tx,96,110.5,60.0,63.0
pleasant_valley,tx,199,123.4,73.0,65.0
pleasanton,tx,54,113.5,91.0,71.0
plum_grove,tx,40,100.5,53.0,59.0
point,tx,27,110.5,100.0,64.0
point_blank,tx,11,115.5,40.0,65.0
point_comfort,tx,69,109.0,53.0,83.0
point_venture,tx,229,92.3,80.0,69.0
ponder,tx,96,97.5,72.0,44.0
port_aransas,tx,208,102.8,77.0,92.0
port_arthur,tx,205,94.4,71.0,48.0
port_isabel,tx,112,89.8,61.0,93.0
port_lavaca,tx,69,109.0,53.0,82.0
port_mansfield,tx,32,85.0,100.0,84.0
port_neches,tx,205,94.4,71.0,41.0
port_o'connor,tx,69,109.0,53.0,84.0
porter_heights,tx,142,97.3,61.0,53.0
portland,tx,52,101.3,68.0,87.0
post,tx,31,103.6,60.0,78.0
post_oak_bend_city,tx,52,113.5,80.0,63.0
poteet,tx,54,113.5,91.0,73.0
poth,tx,42,112.1,70.0,77.0
potosi,tx,203,104.8,100.0,73.0
pottsboro,tx,167,119.4,79.0,66.0
powderly,tx,188,109.7,76.0,62.0
powell,tx,91,104.6,80.0,64.0
poynor,tx,86,106.6,73.0,62.0
prado_verde,tx,134,88.6,60.0,74.0
prairie_view,tx,19,100.8,52.0,69.0
premont,tx,65,102.8,80.0,77.0
presidio,tx,29,108.2,50.0,73.0
preston,tx,167,119.4,79.0,66.0
primera,tx,112,89.8,61.0,80.0
princeton,tx,228,96.9,80.0,64.0
progreso,tx,93,85.0,60.0,82.0
progreso_lakes,tx,93,85.0,60.0,82.0
prosper,tx,228,96.9,80.0,63.0
providence_village,tx,96,97.5,72.0,63.0
pueblo_nuevo,tx,76,90.5,90.0,82.0
putnam,tx,22,103.9,86.0,74.0
pyote,tx,34,104.8,50.0,66.0
quail,tx,66,107.1,47.0,75.0
quail_creek,tx,199,109.0,52.0,77.0
quanah,tx,156,109.6,60.0,74.0
queen_city,tx,40,101.2,50.0,53.0
quemado,tx,?,?,?,?
quinlan,tx,67,119.9,86.0,65.0
quintana,tx,137,86.4,64.0,80.0
quitaque,tx,199,103.6,60.0,82.0
quitman,tx,69,101.4,60.0,57.0
radar_base,tx,50,116.7,60.0,70.0
ralls,tx,34,103.5,60.0,80.0
ramos,tx,27,87.5,80.0,82.0
ranchette_estates,tx,32,85.0,100.0,83.0
ranchitos_del_norte,tx,27,87.5,80.0,83.0
ranchitos_east,tx,76,90.5,90.0,77.0
ranchitos_las_lomas,tx,76,90.5,90.0,78.0
rancho_alegre,tx,65,102.8,80.0,74.0
rancho_banquete,tx,208,102.8,77.0,80.0
rancho_chico,tx,52,101.3,68.0,79.0
rancho_viejo,tx,112,89.8,61.0,84.0
ranchos_penitas_west,tx,76,90.5,90.0,78.0
randolph_afb,tx,231,91.2,70.0,69.0
ranger,tx,55,105.3,87.0,71.0
rankin,tx,27,103.8,99.0,75.0
ransom_canyon,tx,241,104.7,60.0,81.0
ravenna,tx,56,111.5,60.0,68.0
raymondville,tx,32,85.0,100.0,84.0
realitos,tx,0,109.3,84.0,80.0
red_lick,tx,258,104.7,72.0,50.0
red_oak,tx,77,116.9,72.0,57.0
redfield,tx,198,112.2,81.0,56.0
redford,tx,29,108.2,50.0,73.0
redland,tx,171,109.2,80.0,59.0
redwater,tx,258,104.7,72.0,54.0
redwood,tx,64,116.0,88.0,70.0
refugio,tx,14,101.4,60.0,79.0
regino_ramirez,tx,27,87.5,80.0,83.0
reid_hope_king,tx,112,89.8,61.0,83.0
relampago,tx,?,?,?,?
rendon,tx,163,96.8,90.0,40.0
reno_(lamar_cnty),tx,188,109.7,76.0,62.0
retreat,tx,91,104.6,80.0,61.0
rhome,tx,84,121.8,90.0,40.0
ricardo,tx,60,102.3,88.0,81.0
rice,tx,91,104.6,80.0,64.0
richardson,tx,210,94.5,87.0,54.0
richland,tx,91,104.6,80.0,65.0
richland_hills,tx,163,96.8,90.0,41.0
richland_springs,tx,51,104.4,100.0,75.0
richmond,tx,141,93.1,47.0,66.0
richwood,tx,137,86.4,64.0,65.0
riesel,tx,179,85.0,75.0,68.0
rio_bravo,tx,76,90.5,90.0,77.0
rio_grande_city,tx,27,87.5,80.0,79.0
rio_hondo,tx,112,89.8,61.0,87.0
rio_vista,tx,91,118.1,100.0,61.0
rising_star,tx,55,105.3,87.0,75.0
river_oaks,tx,163,96.8,90.0,32.0
riverside,tx,78,107.7,60.0,63.0
riviera,tx,60,102.3,88.0,81.0
roanoke,tx,96,97.5,72.0,45.0
roaring_springs,tx,87,103.6,50.0,78.0
robert_lee,tx,62,102.6,100.0,73.0
robinson,tx,179,85.0,75.0,57.0
robstown,tx,208,102.8,77.0,78.0
roby,tx,78,105.0,100.0,75.0
rochester,tx,35,105.8,88.0,76.0
rockdale,tx,53,107.2,91.0,62.0
rockport,tx,63,102.9,73.0,88.0
rocksprings,tx,53,111.1,20.0,80.0
rockwall,tx,163,95.2,99.0,55.0
rocky_mound,tx,55,109.3,40.0,57.0
rogers,tx,259,93.4,84.0,71.0
rollingwood,tx,229,92.3,80.0,60.0
roma,tx,27,87.5,80.0,75.0
roman_forest,tx,142,97.3,61.0,52.0
ropesville,tx,51,102.7,60.0,82.0
roscoe,tx,86,103.7,100.0,74.0
rose_city,tx,49,99.5,73.0,42.0
rose_hill_acres,tx,39,106.6,47.0,49.0
rosebud,tx,58,102.7,87.0,71.0
rosenberg,tx,141,93.1,47.0,65.0
rosharon,tx,137,86.4,64.0,72.0
rosita,tx,50,116.7,60.0,74.0
ross,tx,179,85.0,75.0,64.0
rosser,tx,52,113.5,80.0,64.0
rotan,tx,78,105.0,100.0,76.0
round_mountain,tx,64,83.5,90.0,75.0
round_rock,tx,119,90.6,79.0,62.0
round_top,tx,100,82.0,70.0,73.0
rowlett,tx,210,94.5,87.0,63.0
roxton,tx,188,109.7,76.0,63.0
royse_city,tx,163,95.2,99.0,62.0
rule,tx,35,105.8,88.0,76.0
runaway_bay,tx,84,121.8,90.0,61.0
runge,tx,47,104.0,60.0,77.0
rusk,tx,101,100.8,100.0,55.0
sabinal,tx,92,111.1,100.0,75.0
sachse,tx,210,94.5,87.0,62.0
sadler,tx,167,119.4,79.0,64.0
saginaw,tx,163,96.8,90.0,29.0
salado,tx,259,93.4,84.0,56.0
sam_rayburn,tx,65,102.1,70.0,59.0
sammy_martinez,tx,27,87.5,80.0,83.0
samnorwood,tx,66,107.1,47.0,75.0
san_angelo,tx,196,116.0,100.0,70.0
san_antonio,tx,231,91.2,70.0,57.0
san_augustine,tx,47,111.4,40.0,53.0
san_benito,tx,112,89.8,61.0,81.0
san_carlos,tx,93,85.0,60.0,82.0
san_carlos_i,tx,76,90.5,90.0,77.0
san_carlos_ii,tx,76,90.5,90.0,77.0
san_diego,tx,0,109.3,84.0,80.0
san_elizario,tx,134,88.6,60.0,71.0
san_felipe,tx,34,115.5,60.0,69.0
san_isidro,tx,27,87.5,80.0,80.0
san_juan,tx,93,85.0,60.0,78.0
san_leanna,tx,229,92.3,80.0,66.0
san_leon,tx,196,100.8,40.0,78.0
san_marcos,tx,85,94.7,87.0,57.0
san_patricio,tx,52,101.3,68.0,80.0
san_pedro,tx,112,89.8,61.0,84.0
san_perlita,tx,32,85.0,100.0,84.0
san_saba,tx,51,104.4,100.0,73.0
san_ygnacio,tx,21,111.1,50.0,78.0
sanctuary,tx,99,117.8,87.0,46.0
sand_springs,tx,99,102.6,60.0,73.0
sanderson,tx,120,108.6,99.0,78.0
sandia,tx,65,102.8,80.0,81.0
sandy_hollow-escondidas,tx,208,102.8,77.0,80.0
sandy_oaks,tx,?,?,?,?
sandy_point,tx,137,86.4,64.0,72.0
sanford,tx,60,103.7,100.0,78.0
sanger,tx,96,97.5,72.0,54.0
sansom_park,tx,163,96.8,90.0,34.0
santa_anna,tx,48,105.4,100.0,75.0
santa_clara,tx,64,116.0,88.0,71.0
santa_cruz,tx,?,?,?,?
santa_fe,tx,196,100.8,40.0,72.0
santa_maria,tx,112,89.8,61.0,83.0
santa_monica,tx,32,85.0,100.0,83.0
santa_rosa,tx,112,89.8,61.0,83.0
santel,tx,?,?,?,?
sarita,tx,0,101.9,74.0,83.0
savannah,tx,96,97.5,72.0,63.0
savoy,tx,56,111.5,60.0,68.0
scenic_oaks,tx,231,91.2,70.0,68.0
schulenburg,tx,100,82.0,70.0,73.0
scissors,tx,93,85.0,60.0,81.0
scotland,tx,46,122.4,76.0,69.0
scottsville,tx,72,110.5,40.0,50.0
scurry,tx,52,113.5,80.0,64.0
seabrook,tx,185,93.8,37.0,67.0
seadrift,tx,69,109.0,53.0,84.0
seagoville,tx,210,94.5,87.0,60.0
seagraves,tx,25,103.6,50.0,78.0
sealy,tx,34,115.5,60.0,68.0
sebastian,tx,32,85.0,100.0,83.0
seco_mines,tx,50,116.7,60.0,55.0
seguin,tx,64,116.0,88.0,59.0
selma,tx,231,91.2,70.0,64.0
seminole,tx,25,103.6,50.0,60.0
serenada,tx,119,90.6,79.0,65.0
seth_ward,tx,70,104.9,50.0,78.0
seven_oaks,tx,96,110.5,60.0,63.0
seven_points,tx,86,106.6,73.0,67.0
seymour,tx,111,107.7,73.0,75.0
shady_hollow,tx,229,92.3,80.0,68.0
shady_shores,tx,96,97.5,72.0,55.0
shadybrook,tx,101,100.8,100.0,60.0
shallowater,tx,241,104.7,60.0,79.0
shamrock,tx,88,104.4,50.0,73.0
shavano_park,tx,231,91.2,70.0,58.0
sheldon,tx,185,93.8,37.0,36.0
shenandoah,tx,142,97.3,61.0,52.0
shepherd,tx,11,115.5,40.0,61.0
sherman,tx,167,119.4,79.0,58.0
sherwood_shores,tx,167,119.4,79.0,66.0
shiner,tx,96,109.9,60.0,75.0
shoreacres,tx,185,93.8,37.0,55.0
sierra_blanca,tx,0,107.8,100.0,80.0
siesta_acres,tx,50,116.7,60.0,70.0
siesta_shores,tx,21,111.1,50.0,78.0
silsbee,tx,39,106.6,47.0,51.0
silverton,tx,199,103.6,60.0,82.0
simonton,tx,141,93.1,47.0,69.0
sinton,tx,52,101.3,68.0,79.0
skellytown,tx,0,104.9,86.0,81.0
skidmore,tx,61,102.3,50.0,80.0
slaton,tx,241,104.7,60.0,71.0
smiley,tx,54,109.7,73.0,73.0
smithville,tx,55,98.0,90.0,62.0
smyer,tx,51,102.7,60.0,81.0
snook,tx,40,91.2,100.0,72.0
snyder,tx,45,103.4,99.0,74.0
socorro,tx,134,88.6,60.0,66.0
solis,tx,112,89.8,61.0,83.0
somerset,tx,231,91.2,70.0,69.0
somerville,tx,40,91.2,100.0,73.0
sonora,tx,102,106.3,50.0,74.0
sour_lake,tx,39,106.6,47.0,56.0
south_alamo,tx,93,85.0,60.0,81.0
south_fork_estates,tx,39,111.1,60.0,83.0
south_houston,tx,185,93.8,37.0,49.0
south_la_paloma,tx,65,102.8,80.0,81.0
south_mountain,tx,31,108.4,72.0,65.0
south_padre_island,tx,112,89.8,61.0,94.0
south_point,tx,112,89.8,61.0,86.0
south_toledo_bend,tx,29,101.6,47.0,62.0
southlake,tx,163,96.8,90.0,49.0
southmayd,tx,167,119.4,79.0,66.0
southside_place,tx,185,93.8,37.0,56.0
spade,tx,22,103.3,50.0,83.0
sparks,tx,134,88.6,60.0,56.0
spearman,tx,36,106.6,100.0,80.0
splendora,tx,142,97.3,61.0,53.0
spofford,tx,0,111.1,20.0,76.0
spring,tx,185,93.8,37.0,45.0
spring_gardens,tx,208,102.8,77.0,81.0
spring_valley_village,tx,185,93.8,37.0,48.0
springlake,tx,22,103.3,50.0,84.0
springtown,tx,99,117.8,87.0,56.0
spur,tx,0,103.6,60.0,75.0
st._hedwig,tx,231,91.2,70.0,71.0
st._jo,tx,47,110.2,90.0,66.0
st._paul,tx,228,96.9,80.0,64.0
stafford,tx,141,93.1,47.0,59.0
stagecoach,tx,142,97.3,61.0,62.0
stanton,tx,53,104.3,50.0,72.0
staples,tx,64,116.0,88.0,70.0
star_harbor,tx,86,106.6,73.0,58.0
stephenville,tx,114,104.8,80.0,68.0
sterling_city,tx,0,106.3,60.0,77.0
stinnett,tx,60,103.7,100.0,78.0
stockdale,tx,42,112.1,70.0,76.0
stonewall,tx,308,79.2,100.0,77.0
stowell,tx,21,100.8,56.0,57.0
stratford,tx,0,104.4,60.0,84.0
strawn,tx,79,108.4,99.0,64.0
streetman,tx,41,103.9,72.0,63.0
study_butte,tx,109,105.7,50.0,84.0
sudan,tx,22,103.3,50.0,83.0
sugar_land,tx,141,93.1,47.0,61.0
sullivan_city,tx,93,85.0,60.0,81.0
sulphur_springs,tx,88,113.4,60.0,44.0
sun_valley,tx,188,109.7,76.0,62.0
sundown,tx,51,102.7,60.0,77.0
sunnyvale,tx,210,94.5,87.0,58.0
sunray,tx,49,104.4,100.0,78.0
sunrise_beach_village,tx,121,81.7,80.0,75.0
sunset_(montague_cnty),tx,47,110.2,90.0,61.0
sunset_valley,tx,229,92.3,80.0,59.0
surfside_beach,tx,137,86.4,64.0,78.0
sweeny,tx,137,86.4,64.0,72.0
sweetwater,tx,86,103.7,100.0,63.0
taft,tx,52,101.3,68.0,82.0
taft_southwest,tx,52,101.3,68.0,82.0
tahoka,tx,52,105.1,60.0,77.0
talco,tx,144,110.7,60.0,59.0
talty,tx,52,113.5,80.0,61.0
tanquecitos_south_acres,tx,76,90.5,90.0,77.0
tatum,tx,55,110.8,73.0,47.0
taylor,tx,119,90.6,79.0,64.0
taylor_lake_village,tx,185,93.8,37.0,64.0
taylor_landing,tx,205,94.4,71.0,51.0
teague,tx,41,103.9,72.0,55.0
tehuacana,tx,52,104.4,100.0,64.0
temple,tx,259,93.4,84.0,57.0
tenaha,tx,39,110.5,47.0,52.0
terlingua,tx,109,105.7,50.0,84.0
terrell,tx,52,113.5,80.0,56.0
terrell_hills,tx,231,91.2,70.0,56.0
texarkana,tx,258,104.7,72.0,42.0
texas_city,tx,196,100.8,40.0,72.0
texhoma,tx,0,104.4,60.0,84.0
texline,tx,84,103.2,40.0,89.0
the_colony,tx,96,97.5,72.0,59.0
the_hills,tx,229,92.3,80.0,70.0
the_woodlands,tx,142,97.3,61.0,53.0
thompsons,tx,141,93.1,47.0,71.0
thorndale,tx,53,107.2,91.0,73.0
thornton,tx,52,104.4,100.0,61.0
thorntonville,tx,34,104.8,50.0,66.0
thrall,tx,119,90.6,79.0,73.0
three_rivers,tx,16,102.5,80.0,77.0
throckmorton,tx,63,105.9,87.0,73.0
thunderbird_bay,tx,161,108.2,81.0,75.0
tierra_bonita,tx,112,89.8,61.0,83.0
tierra_grande,tx,208,102.8,77.0,84.0
tierra_verde,tx,208,102.8,77.0,81.0
tiki_island,tx,196,100.8,40.0,80.0
tilden,tx,122,111.1,84.0,77.0
timbercreek_canyon,tx,160,104.9,40.0,82.0
timberwood_park,tx,231,91.2,70.0,67.0
timpson,tx,39,110.5,47.0,56.0
tioga,tx,167,119.4,79.0,66.0
tira,tx,88,113.4,60.0,63.0
tivoli,tx,14,101.4,60.0,82.0
toco,tx,188,109.7,76.0,64.0
todd_mission,tx,29,81.9,67.0,64.0
tolar,tx,114,110.7,100.0,63.0
tom_bean,tx,167,119.4,79.0,66.0
tomball,tx,185,93.8,37.0,58.0
tool,tx,86,106.6,73.0,65.0
tornillo,tx,134,88.6,60.0,77.0
toyah,tx,34,102.3,50.0,73.0
tradewinds,tx,52,101.3,68.0,88.0
travis_ranch,tx,52,113.5,80.0,63.0
trent,tx,203,104.8,100.0,74.0
trenton,tx,56,111.5,60.0,67.0
trinidad,tx,86,106.6,73.0,58.0
trinity,tx,21,111.4,60.0,58.0
trophy_club,tx,96,97.5,72.0,52.0
troup,tx,331,106.4,87.0,53.0
troy,tx,259,93.4,84.0,69.0
tuleta,tx,61,102.3,50.0,79.0
tulia,tx,40,107.1,61.0,80.0
turkey,tx,64,104.4,60.0,74.0
tuscola,tx,203,104.8,100.0,75.0
tye,tx,203,104.8,100.0,67.0
tyler,tx,331,106.4,87.0,50.0
tynan,tx,61,102.3,50.0,80.0
uhland,tx,85,94.7,87.0,70.0
uncertain,tx,72,110.5,40.0,44.0
union_grove,tx,37,111.7,47.0,48.0
union_valley,tx,67,119.9,86.0,65.0
universal_city,tx,231,91.2,70.0,61.0
university_park,tx,210,94.5,87.0,44.0
utopia,tx,92,111.1,100.0,75.0
uvalde,tx,92,111.1,100.0,70.0
uvalde_estates,tx,92,111.1,100.0,76.0
val_verde_park,tx,82,108.0,60.0,74.0
valentine,tx,46,108.6,50.0,86.0
valle_vista,tx,27,87.5,80.0,83.0
valley_mills,tx,62,105.5,80.0,67.0
valley_view,tx,61,111.3,100.0,61.0
van,tx,22,110.5,100.0,55.0
van_alstyne,tx,167,119.4,79.0,64.0
van_horn,tx,89,107.8,20.0,75.0
van_vleck,tx,71,110.9,61.0,76.0
vanderbilt,tx,34,108.4,47.0,79.0
vega,tx,0,104.4,60.0,85.0
venus,tx,91,118.1,100.0,52.0
vernon,tx,131,109.7,73.0,72.0
victoria,tx,199,109.0,52.0,66.0
victoria_vera,tx,27,87.5,80.0,82.0
vidor,tx,49,99.5,73.0,43.0
villa_del_sol,tx,112,89.8,61.0,87.0
villa_pancho,tx,112,89.8,61.0,86.0
villa_verde,tx,93,85.0,60.0,78.0
villarreal,tx,27,87.5,80.0,82.0
vinton,tx,134,88.6,60.0,71.0
volente,tx,229,92.3,80.0,69.0
von_ormy,tx,231,91.2,70.0,68.0
waco,tx,179,85.0,75.0,51.0
waelder,tx,54,109.7,73.0,71.0
wake_village,tx,258,104.7,72.0,48.0
waller,tx,19,100.8,52.0,68.0
wallis,tx,34,115.5,60.0,74.0
walnut_springs,tx,62,105.5,80.0,65.0
warren,tx,42,100.1,79.0,60.0
warren_city,tx,243,110.3,40.0,43.0
waskom,tx,72,110.5,40.0,44.0
watauga,tx,163,96.8,90.0,44.0
waxahachie,tx,77,116.9,72.0,52.0
weatherford,tx,99,117.8,87.0,47.0
webberville,tx,229,92.3,80.0,67.0
webster,tx,185,93.8,37.0,62.0
weimar,tx,125,109.3,47.0,72.0
weinert,tx,35,105.8,88.0,76.0
weir,tx,119,90.6,79.0,70.0
welch,tx,37,102.8,50.0,78.0
wellington,tx,66,107.1,47.0,75.0
wellman,tx,55,103.5,50.0,80.0
wells,tx,101,100.8,100.0,56.0
wells_branch,tx,229,92.3,80.0,61.0
weslaco,tx,93,85.0,60.0,78.0
west,tx,179,85.0,75.0,65.0
west_alto_bonito,tx,27,87.5,80.0,82.0
west_columbia,tx,137,86.4,64.0,74.0
west_lake_hills,tx,229,92.3,80.0,62.0
west_livingston,tx,96,110.5,60.0,65.0
west_odessa,tx,134,104.9,50.0,69.0
west_orange,tx,49,99.5,73.0,29.0
west_sharyland,tx,93,85.0,60.0,80.0
west_tawakoni,tx,67,119.9,86.0,65.0
west_university_place,tx,185,93.8,37.0,53.0
westbrook,tx,22,104.6,60.0,73.0
westdale,tx,65,102.8,80.0,81.0
western_lake,tx,99,117.8,87.0,58.0
westlake,tx,163,96.8,90.0,51.0
westminster,tx,228,96.9,80.0,65.0
weston,tx,228,96.9,80.0,64.0
weston_lakes,tx,141,93.1,47.0,72.0
westover_hills,tx,163,96.8,90.0,36.0
westway,tx,134,88.6,60.0,72.0
westwood_shores,tx,21,111.4,60.0,62.0
westworth_village,tx,163,96.8,90.0,37.0
wharton,tx,109,109.3,61.0,76.0
wheeler,tx,88,104.4,50.0,70.0
white_deer,tx,0,104.9,86.0,81.0
white_oak,tx,243,110.3,40.0,38.0
white_settlement,tx,163,96.8,90.0,36.0
whiteface,tx,34,107.3,50.0,82.0
whitehouse,tx,331,106.4,87.0,57.0
whitesboro,tx,167,119.4,79.0,63.0
whitewright,tx,167,119.4,79.0,66.0
whitney,tx,55,103.2,100.0,61.0
wichita_falls,tx,199,123.4,73.0,60.0
wickett,tx,34,104.8,50.0,66.0
wild_peach_village,tx,137,86.4,64.0,73.0
wildwood,tx,39,106.6,47.0,57.0
willis,tx,142,97.3,61.0,58.0
willow_park,tx,99,117.8,87.0,51.0
wills_point,tx,22,110.5,100.0,63.0
wilmer,tx,210,94.5,87.0,59.0
wilson,tx,52,105.1,60.0,82.0
wimberley,tx,85,94.7,87.0,73.0
windcrest,tx,231,91.2,70.0,63.0
windom,tx,56,111.5,60.0,67.0
windthorst,tx,46,122.4,76.0,69.0
winfield,tx,144,110.7,60.0,55.0
wink,tx,38,104.9,50.0,69.0
winnie,tx,21,100.8,56.0,57.0
winnsboro,tx,69,101.4,60.0,57.0
winona,tx,331,106.4,87.0,55.0
winters,tx,95,104.7,100.0,70.0
wixon_valley,tx,184,91.4,99.0,66.0
wolfe_city,tx,67,119.9,86.0,67.0
wolfforth,tx,241,104.7,60.0,79.0
woodbranch,tx,142,97.3,61.0,53.0
woodcreek,tx,85,94.7,87.0,73.0
woodloch,tx,142,97.3,61.0,53.0
