CongressionalDistrict,Branch,Year,Constitutional (0-1),State
TX-02,house,2013,0.27,TX
TX-03,house,2013,0.23,TX
TX-01,house,2013,0.26,TX
TX-07,house,2013,0.23,TX
TX-04,house,2013,0.38,TX
TX-05,house,2013,0.31,TX
UT-01,house,2013,0.31,UT
UT-03,house,2013,0.23,UT
UT-02,house,2013,0.23,UT
VA-07,house,2013,0.08,VA
VA-04,house,2013,0.31,VA
VA-06,house,2013,0.38,VA
VA-09,house,2013,0.31,VA
VA-05,house,2013,0.38,VA
VA-02,house,2013,0.23,VA
VA-01,house,2013,0.14,VA
WA-04,house,2013,0.23,WA
WA-03,house,2013,0.08,WA
WA-08,house,2013,0.08,WA
WA-05,house,2013,0.08,WA
WI-07,house,2013,0.15,WI
WI-06,house,2013,0.38,WI
WI-08,house,2013,0.31,WI
WI-01,house,2013,0.23,WI
WI-05,house,2013,0.54,WI
WV-02,house,2013,0.0,WV
WV-01,house,2013,0.08,WV
WY-00,house,2013,0.54,WY
AL-07,house,2013,0.18,AL
AZ-02,house,2013,0.0,AZ
AZ-03,house,2013,0.0,AZ
AZ-01,house,2013,0.0,AZ
AZ-07,house,2013,0.0,AZ
AZ-09,house,2013,0.0,AZ
CA-07,house,2013,0.0,CA
CA-06,house,2013,0.0,CA
CA-09,house,2013,0.0,CA
CO-01,house,2013,0.0,CO
CO-07,house,2013,0.0,CO
CO-02,house,2013,0.0,CO
CT-02,house,2013,0.0,CT
CT-03,house,2013,0.0,CT
CT-05,house,2013,0.0,CT
CT-04,house,2013,0.0,CT
CT-01,house,2013,0.0,CT
DE-00,house,2013,0.0,DE
FL-05,house,2013,0.0,FL
FL-09,house,2013,0.0,FL
GA-02,house,2013,0.36,GA
GA-04,house,2013,0.0,GA
GA-05,house,2013,0.0,GA
HI-02,house,2013,0.0,HI
HI-01,house,2013,0.0,HI
IA-01,house,2013,0.0,IA
IA-02,house,2013,0.0,IA
IL-07,house,2013,0.0,IL
IL-08,house,2013,0.0,IL
IL-04,house,2013,0.0,IL
IL-02,house,2013,0.0,IL
IL-03,house,2013,0.0,IL
IL-05,house,2013,0.0,IL
IL-09,house,2013,0.0,IL
IN-07,house,2013,0.0,IN
IN-01,house,2013,0.0,IN
KY-03,house,2013,0.09,KY
LA-02,house,2013,0.09,LA
MA-07,house,2013,0.0,MA
MA-09,house,2013,0.0,MA
MA-04,house,2013,0.0,MA
MA-08,house,2013,0.0,MA
MA-00,house,2013,0.0,MA
MA-02,house,2013,0.0,MA
MA-01,house,2013,0.0,MA
MA-06,house,2013,0.0,MA
MA-03,house,2013,0.0,MA
MD-07,house,2013,0.0,MD
MD-06,house,2013,0.0,MD
MD-04,house,2013,0.0,MD
MD-05,house,2013,0.0,MD
MD-02,house,2013,0.0,MD
MD-03,house,2013,0.0,MD
MD-08,house,2013,0.0,MD
ME-02,house,2013,0.0,ME
ME-01,house,2013,0.0,ME
MI-05,house,2013,0.0,MI
MI-09,house,2013,0.0,MI
MN-05,house,2013,0.0,MN
MN-04,house,2013,0.0,MN
MN-08,house,2013,0.09,MN
MN-07,house,2013,0.36,MN
MN-01,house,2013,0.0,MN
MO-01,house,2013,0.0,MO
MO-05,house,2013,0.0,MO
MS-02,house,2013,0.09,MS
NC-07,house,2013,0.45,NC
NC-04,house,2013,0.0,NC
NH-02,house,2013,0.0,NH
NH-01,house,2013,0.0,NH
NJ-06,house,2013,0.0,NJ
NJ-09,house,2013,0.0,NJ
NJ-08,house,2013,0.0,NJ
NM-01,house,2013,0.0,NM
NM-03,house,2013,0.0,NM
NV-04,house,2013,0.09,NV
NV-01,house,2013,0.09,NV
NY-09,house,2013,0.0,NY
NY-03,house,2013,0.0,NY
NY-08,house,2013,0.0,NY
NY-04,house,2013,0.0,NY
NY-05,house,2013,0.0,NY
NY-06,house,2013,0.09,NY
NY-07,house,2013,0.0,NY
OH-03,house,2013,0.0,OH
OH-09,house,2013,0.0,OH
OR-03,house,2013,0.0,OR
OR-01,house,2013,0.0,OR
OR-04,house,2013,0.0,OR
OR-05,house,2013,0.0,OR
PA-02,house,2013,0.0,PA
RI-01,house,2013,0.0,RI
RI-02,house,2013,0.0,RI
SC-06,house,2013,0.0,SC
TN-09,house,2013,0.0,TN
TN-05,house,2013,0.27,TN
TX-09,house,2013,0.18,TX
UT-04,house,2013,0.45,UT
VA-08,house,2013,0.09,VA
VA-03,house,2013,0.09,VA
VT-00,house,2013,0.0,VT
WA-01,house,2013,0.0,WA
WA-06,house,2013,0.0,WA
WA-02,house,2013,0.0,WA
WA-07,house,2013,0.0,WA
WA-09,house,2013,0.0,WA
WI-03,house,2013,0.0,WI
WI-04,house,2013,0.0,WI
WI-02,house,2013,0.0,WI
WV-03,house,2013,0.18,WV
N\A,senate,2013,0.04,AK
N\A,senate,2013,0.54,AL
N\A,senate,2013,0.33,AR
N\A,senate,2013,0.42,AZ
N\A,senate,2013,0.42,FL
N\A,senate,2013,0.42,GA
N\A,senate,2013,0.42,IA
N\A,senate,2013,0.88,ID
N\A,senate,2013,0.29,IL
N\A,senate,2013,0.25,IN
N\A,senate,2013,0.75,KS
N\A,senate,2013,0.83,KY
N\A,senate,2013,0.33,LA
N\A,senate,2013,0.08,ME
N\A,senate,2013,0.25,MO
N\A,senate,2013,0.25,MS
N\A,senate,2013,0.33,NC
N\A,senate,2013,0.08,ND
N\A,senate,2013,0.58,NE
N\A,senate,2013,0.33,NH
N\A,senate,2013,0.04,NJ
N\A,senate,2013,0.29,NV
N\A,senate,2013,0.25,OH
N\A,senate,2013,0.83,OK
N\A,senate,2013,0.38,PA
N\A,senate,2013,0.71,SC
N\A,senate,2013,0.29,SD
N\A,senate,2013,0.42,TN
N\A,senate,2013,0.92,TX
N\A,senate,2013,0.75,UT
N\A,senate,2013,0.46,WI
N\A,senate,2013,0.75,WY
N\A,senate,2013,0.0,CA
N\A,senate,2013,0.0,CO
N\A,senate,2013,0.0,CT
N\A,senate,2013,0.0,DE
N\A,senate,2013,0.0,HI
N\A,senate,2013,0.0,MA
N\A,senate,2013,0.0,MD
N\A,senate,2013,0.0,MI
N\A,senate,2013,0.0,MN
N\A,senate,2013,0.12,MT
N\A,senate,2013,0.0,NM
N\A,senate,2013,0.0,NY
N\A,senate,2013,0.08,OR
N\A,senate,2013,0.08,RI
N\A,senate,2013,0.0,VA
N\A,senate,2013,0.08,VT
N\A,senate,2013,0.0,WA
N\A,senate,2013,0.08,WV
AK-00,house,2014,0.0,AK
AL-04,house,2014,0.08,AL
AL-06,house,2014,0.0,AL
AL-05,house,2014,0.42,AL
AL-01,house,2014,0.17,AL
AL-02,house,2014,0.0,AL
AL-03,house,2014,0.17,AL
AR-04,house,2014,0.33,AR
AR-01,house,2014,0.25,AR
AR-02,house,2014,0.0,AR
AR-03,house,2014,0.08,AR
AZ-08,house,2014,0.5,AZ
AZ-04,house,2014,0.5,AZ
AZ-05,house,2014,0.5,AZ
AZ-06,house,2014,0.42,AZ
CA-04,house,2014,0.15,CA
CA-08,house,2014,0.08,CA
CA-01,house,2014,0.08,CA
CA-05,house,2014,0.06,CA
CA-02,house,2014,0.02,CA
CA-03,house,2014,0.04,CA
CO-06,house,2014,0.17,CO
CO-04,house,2014,0.08,CO
CO-05,house,2014,0.33,CO
CO-03,house,2014,0.25,CO
FL-01,house,2014,0.12,FL
FL-04,house,2014,0.0,FL
FL-06,house,2014,0.5,FL
FL-02,house,2014,0.05,FL
FL-07,house,2014,0.17,FL
FL-08,house,2014,0.58,FL
FL-03,house,2014,0.25,FL
GA-01,house,2014,0.35,GA
GA-09,house,2014,0.17,GA
GA-06,house,2014,0.17,GA
GA-08,house,2014,0.42,GA
GA-03,house,2014,0.25,GA
GA-07,house,2014,0.17,GA
IA-04,house,2014,0.25,IA
IA-03,house,2014,0.0,IA
ID-01,house,2014,0.67,ID
ID-02,house,2014,0.0,ID
IL-01,house,2014,0.02,IL
IL-06,house,2014,0.0,IL
IN-05,house,2014,0.0,IN
IN-08,house,2014,0.0,IN
IN-06,house,2014,0.0,IN
IN-04,house,2014,0.08,IN
IN-03,house,2014,0.33,IN
IN-02,house,2014,0.08,IN
IN-09,house,2014,0.0,IN
KS-01,house,2014,0.58,KS
KS-02,house,2014,0.08,KS
KS-04,house,2014,0.33,KS
KS-03,house,2014,0.08,KS
KY-06,house,2014,0.08,KY
KY-02,house,2014,0.08,KY
KY-04,house,2014,0.92,KY
KY-05,house,2014,0.08,KY
KY-01,house,2014,0.17,KY
LA-03,house,2014,0.0,LA
LA-06,house,2014,0.0,LA
LA-04,house,2014,0.42,LA
LA-05,house,2014,0.17,LA
LA-01,house,2014,0.25,LA
MD-01,house,2014,0.25,MD
MI-03,house,2014,0.92,MI
MI-01,house,2014,0.14,MI
MI-04,house,2014,0.0,MI
MI-02,house,2014,0.0,MI
MI-08,house,2014,0.0,MI
MI-06,house,2014,0.0,MI
MI-07,house,2014,0.0,MI
MN-06,house,2014,0.42,MN
MN-02,house,2014,0.0,MN
MN-03,house,2014,0.0,MN
MO-06,house,2014,0.08,MO
MO-04,house,2014,0.0,MO
MO-07,house,2014,0.08,MO
MO-03,house,2014,0.0,MO
MO-08,house,2014,0.17,MO
MO-02,house,2014,0.0,MO
MS-03,house,2014,0.0,MS
MS-01,house,2014,0.0,MS
MS-04,house,2014,0.08,MS
MT-00,house,2014,0.17,MT
NC-06,house,2014,0.0,NC
NC-02,house,2014,0.0,NC
NC-05,house,2014,0.17,NC
NC-01,house,2014,0.17,NC
NC-08,house,2014,0.08,NC
NC-03,house,2014,0.67,NC
NC-09,house,2014,0.17,NC
ND-00,house,2014,0.0,ND
NE-01,house,2014,0.08,NE
NE-03,house,2014,0.17,NE
NE-02,house,2014,0.08,NE
NJ-01,house,2014,0.11,NJ
NJ-05,house,2014,0.58,NJ
NJ-07,house,2014,0.08,NJ
NJ-02,house,2014,0.17,NJ
NJ-03,house,2014,0.0,NJ
NJ-04,house,2014,0.08,NJ
NM-02,house,2014,0.17,NM
NV-02,house,2014,0.0,NV
NV-03,house,2014,0.08,NV
NY-02,house,2014,0.06,NY
NY-01,house,2014,0.09,NY
OH-08,house,2014,0.0,OH
OH-01,house,2014,0.09,OH
OH-07,house,2014,0.08,OH
OH-06,house,2014,0.17,OH
OH-04,house,2014,0.42,OH
OH-05,house,2014,0.08,OH
OH-02,house,2014,0.33,OH
OK-01,house,2014,0.58,OK
OK-04,house,2014,0.0,OK
OK-05,house,2014,0.42,OK
OK-03,house,2014,0.0,OK
OK-02,house,2014,0.25,OK
OR-02,house,2014,0.0,OR
PA-01,house,2014,0.05,PA
PA-08,house,2014,0.0,PA
PA-06,house,2014,0.0,PA
PA-03,house,2014,0.0,PA
PA-07,house,2014,0.0,PA
PA-04,house,2014,0.33,PA
PA-09,house,2014,0.08,PA
PA-05,house,2014,0.0,PA
SC-03,house,2014,0.58,SC
SC-04,house,2014,0.42,SC
SC-05,house,2014,0.42,SC
SC-07,house,2014,0.25,SC
SC-01,house,2014,0.58,SC
SC-02,house,2014,0.0,SC
SD-00,house,2014,0.08,SD
TN-06,house,2014,0.0,TN
TN-07,house,2014,0.25,TN
TN-04,house,2014,0.42,TN
TN-02,house,2014,0.58,TN
TN-08,house,2014,0.17,TN
TN-03,house,2014,0.17,TN
TN-01,house,2014,0.08,TN
TX-06,house,2014,0.33,TX
TX-08,house,2014,0.08,TX
TX-02,house,2014,0.19,TX
TX-03,house,2014,0.14,TX
TX-01,house,2014,0.21,TX
TX-07,house,2014,0.0,TX
TX-04,house,2014,0.17,TX
TX-05,house,2014,0.25,TX
UT-01,house,2014,0.17,UT
UT-03,house,2014,0.08,UT
UT-02,house,2014,0.08,UT
VA-07,house,2014,0.09,VA
VA-04,house,2014,0.08,VA
VA-06,house,2014,0.08,VA
VA-09,house,2014,0.33,VA
VA-05,house,2014,0.25,VA
VA-02,house,2014,0.08,VA
VA-01,house,2014,0.09,VA
WA-04,house,2014,0.0,WA
WA-03,house,2014,0.08,WA
WA-08,house,2014,0.0,WA
WA-05,house,2014,0.0,WA
WI-07,house,2014,0.0,WI
WI-06,house,2014,0.17,WI
WI-08,house,2014,0.25,WI
WI-01,house,2014,0.08,WI
WI-05,house,2014,0.5,WI
WV-02,house,2014,0.08,WV
WV-01,house,2014,0.25,WV
WY-00,house,2014,0.5,WY
AL-07,house,2014,0.1,AL
AZ-02,house,2014,0.0,AZ
AZ-03,house,2014,0.3,AZ
AZ-01,house,2014,0.0,AZ
AZ-07,house,2014,0.0,AZ
AZ-09,house,2014,0.0,AZ
CA-07,house,2014,0.0,CA
CA-06,house,2014,0.0,CA
CA-09,house,2014,0.0,CA
CO-01,house,2014,0.0,CO
CO-07,house,2014,0.0,CO
CO-02,house,2014,0.1,CO
CT-02,house,2014,0.0,CT
CT-03,house,2014,0.1,CT
CT-05,house,2014,0.0,CT
CT-04,house,2014,0.0,CT
CT-01,house,2014,0.1,CT
DE-00,house,2014,0.0,DE
FL-05,house,2014,0.0,FL
FL-09,house,2014,0.2,FL
GA-02,house,2014,0.1,GA
GA-04,house,2014,0.1,GA
GA-05,house,2014,0.2,GA
HI-02,house,2014,0.1,HI
HI-01,house,2014,0.1,HI
IA-01,house,2014,0.0,IA
IA-02,house,2014,0.0,IA
IL-07,house,2014,0.2,IL
IL-08,house,2014,0.1,IL
IL-04,house,2014,0.1,IL
IL-02,house,2014,0.1,IL
IL-03,house,2014,0.0,IL
IL-05,house,2014,0.0,IL
IL-09,house,2014,0.1,IL
IN-07,house,2014,0.0,IN
IN-01,house,2014,0.1,IN
KY-03,house,2014,0.0,KY
LA-02,house,2014,0.1,LA
MA-07,house,2014,0.2,MA
MA-05,house,2014,0.2,MA
MA-09,house,2014,0.0,MA
MA-04,house,2014,0.1,MA
MA-08,house,2014,0.0,MA
MA-02,house,2014,0.1,MA
MA-01,house,2014,0.0,MA
MA-06,house,2014,0.2,MA
MA-03,house,2014,0.1,MA
MD-07,house,2014,0.0,MD
MD-06,house,2014,0.0,MD
MD-04,house,2014,0.1,MD
MD-05,house,2014,0.0,MD
MD-02,house,2014,0.0,MD
MD-03,house,2014,0.0,MD
MD-08,house,2014,0.0,MD
ME-02,house,2014,0.1,ME
ME-01,house,2014,0.2,ME
MI-05,house,2014,0.1,MI
MI-09,house,2014,0.0,MI
MN-05,house,2014,0.0,MN
MN-04,house,2014,0.0,MN
MN-08,house,2014,0.0,MN
MN-07,house,2014,0.2,MN
MN-01,house,2014,0.1,MN
MO-01,house,2014,0.1,MO
MO-05,house,2014,0.1,MO
MS-02,house,2014,0.2,MS
NC-07,house,2014,0.3,NC
NC-04,house,2014,0.0,NC
NH-02,house,2014,0.0,NH
NH-01,house,2014,0.0,NH
NJ-06,house,2014,0.1,NJ
NJ-09,house,2014,0.0,NJ
NJ-08,house,2014,0.1,NJ
NM-01,house,2014,0.0,NM
NM-03,house,2014,0.0,NM
NV-04,house,2014,0.0,NV
NV-01,house,2014,0.0,NV
NY-09,house,2014,0.2,NY
NY-03,house,2014,0.0,NY
NY-08,house,2014,0.1,NY
NY-04,house,2014,0.0,NY
NY-05,house,2014,0.0,NY
NY-06,house,2014,0.1,NY
NY-07,house,2014,0.2,NY
OH-03,house,2014,0.0,OH
OH-09,house,2014,0.0,OH
OR-03,house,2014,0.0,OR
OR-01,house,2014,0.0,OR
OR-04,house,2014,0.1,OR
OR-05,house,2014,0.2,OR
PA-02,house,2014,0.0,PA
RI-01,house,2014,0.1,RI
RI-02,house,2014,0.0,RI
SC-06,house,2014,0.0,SC
TN-09,house,2014,0.0,TN
TN-05,house,2014,0.1,TN
TX-09,house,2014,0.0,TX
UT-04,house,2014,0.3,UT
VA-08,house,2014,0.0,VA
VA-03,house,2014,0.0,VA
VT-00,house,2014,0.1,VT
WA-01,house,2014,0.0,WA
WA-06,house,2014,0.0,WA
WA-02,house,2014,0.0,WA
WA-07,house,2014,0.2,WA
WA-09,house,2014,0.0,WA
WI-03,house,2014,0.0,WI
WI-04,house,2014,0.1,WI
WI-02,house,2014,0.1,WI
WV-03,house,2014,0.2,WV
N\A,senate,2014,0.12,AK
N\A,senate,2014,0.56,AL
N\A,senate,2014,0.12,AR
N\A,senate,2014,0.33,AZ
N\A,senate,2014,0.31,FL
N\A,senate,2014,0.11,GA
N\A,senate,2014,0.31,IA
N\A,senate,2014,0.56,ID
N\A,senate,2014,0.0,IL
N\A,senate,2014,0.06,IN
N\A,senate,2014,0.44,KS
N\A,senate,2014,0.39,KY
N\A,senate,2014,0.19,LA
N\A,senate,2014,0.11,ME
N\A,senate,2014,0.12,MO
N\A,senate,2014,0.22,MS
N\A,senate,2014,0.19,NC
N\A,senate,2014,0.12,ND
N\A,senate,2014,0.28,NE
N\A,senate,2014,0.12,NH
N\A,senate,2014,0.44,NV
N\A,senate,2014,0.25,OH
N\A,senate,2014,0.44,OK
N\A,senate,2014,0.25,PA
N\A,senate,2014,0.33,SC
N\A,senate,2014,0.06,SD
N\A,senate,2014,0.22,TN
N\A,senate,2014,0.5,TX
N\A,senate,2014,0.44,UT
N\A,senate,2014,0.44,WI
N\A,senate,2014,0.44,WY
N\A,senate,2014,0.0,CA
N\A,senate,2014,0.0,CO
N\A,senate,2014,0.07,CT
N\A,senate,2014,0.0,DE
N\A,senate,2014,0.0,HI
N\A,senate,2014,0.14,MA
N\A,senate,2014,0.0,MD
N\A,senate,2014,0.0,MI
N\A,senate,2014,0.0,MN
N\A,senate,2014,0.0,MT
N\A,senate,2014,0.0,NJ
N\A,senate,2014,0.0,NM
N\A,senate,2014,0.07,NY
N\A,senate,2014,0.0,OR
N\A,senate,2014,0.0,RI
N\A,senate,2014,0.0,VA
N\A,senate,2014,0.14,VT
N\A,senate,2014,0.0,WA
N\A,senate,2014,0.07,WV
AK-00,house,2015,0.27,AK
AL-04,house,2015,0.36,AL
AL-05,house,2015,0.91,AL
AL-01,house,2015,0.45,AL
AL-06,house,2015,0.73,AL
AL-02,house,2015,0.45,AL
AL-03,house,2015,0.36,AL
AR-01,house,2015,0.55,AR
AR-02,house,2015,0.36,AR
AR-04,house,2015,0.45,AR
AR-03,house,2015,0.18,AR
AZ-08,house,2015,0.64,AZ
AZ-04,house,2015,0.64,AZ
AZ-02,house,2015,0.18,AZ
AZ-05,house,2015,0.55,AZ
AZ-06,house,2015,0.73,AZ
CA-04,house,2015,0.17,CA
CA-08,house,2015,0.27,CA
CA-01,house,2015,0.06,CA
CA-05,house,2015,0.13,CA
CA-02,house,2015,0.02,CA
CA-03,house,2015,0.03,CA
CO-04,house,2015,0.82,CO
CO-06,house,2015,0.09,CO
CO-05,house,2015,0.64,CO
CO-03,house,2015,0.36,CO
FL-01,house,2015,0.33,FL
FL-04,house,2015,0.09,FL
FL-02,house,2015,0.02,FL
FL-06,house,2015,0.64,FL
FL-07,house,2015,0.18,FL
FL-08,house,2015,0.64,FL
FL-03,house,2015,0.55,FL
GA-01,house,2015,0.42,GA
GA-09,house,2015,0.45,GA
GA-06,house,2015,0.36,GA
GA-08,house,2015,0.27,GA
GA-03,house,2015,0.45,GA
GA-07,house,2015,0.27,GA
IA-01,house,2015,0.45,IA
IA-04,house,2015,0.64,IA
IA-03,house,2015,0.27,IA
ID-01,house,2015,0.82,ID
ID-02,house,2015,0.0,ID
IL-01,house,2015,0.11,IL
IL-06,house,2015,0.27,IL
IN-05,house,2015,0.0,IN
IN-08,house,2015,0.27,IN
IN-06,house,2015,0.18,IN
IN-04,house,2015,0.27,IN
IN-03,house,2015,0.55,IN
IN-02,house,2015,0.36,IN
IN-09,house,2015,0.27,IN
KS-01,house,2015,0.73,KS
KS-02,house,2015,0.45,KS
KS-04,house,2015,0.45,KS
KS-03,house,2015,0.36,KS
KY-06,house,2015,0.18,KY
KY-02,house,2015,0.18,KY
KY-04,house,2015,1.0,KY
KY-05,house,2015,0.0,KY
KY-01,house,2015,0.27,KY
LA-05,house,2015,0.45,LA
LA-03,house,2015,0.27,LA
LA-04,house,2015,0.64,LA
LA-06,house,2015,0.45,LA
LA-01,house,2015,0.0,LA
MD-01,house,2015,0.64,MD
ME-02,house,2015,0.09,ME
MI-03,house,2015,1.0,MI
MI-01,house,2015,0.02,MI
MI-08,house,2015,0.09,MI
MI-02,house,2015,0.27,MI
MI-04,house,2015,0.18,MI
MI-06,house,2015,0.0,MI
MI-07,house,2015,0.27,MI
MN-06,house,2015,0.27,MN
MN-02,house,2015,0.0,MN
MN-03,house,2015,0.09,MN
MO-06,house,2015,0.27,MO
MO-04,house,2015,0.27,MO
MO-07,house,2015,0.36,MO
MO-03,house,2015,0.18,MO
MO-08,house,2015,0.45,MO
MO-02,house,2015,0.27,MO
MS-03,house,2015,0.27,MS
MS-01,house,2015,0.43,MS
MS-04,house,2015,0.45,MS
MT-00,house,2015,0.36,MT
NC-02,house,2015,0.18,NC
NC-05,house,2015,0.36,NC
NC-01,house,2015,0.27,NC
NC-08,house,2015,0.27,NC
NC-03,house,2015,1.0,NC
NC-09,house,2015,0.09,NC
NC-07,house,2015,0.36,NC
NC-06,house,2015,0.55,NC
ND-00,house,2015,0.09,ND
NE-01,house,2015,0.27,NE
NE-03,house,2015,0.36,NE
NH-01,house,2015,0.36,NH
NJ-01,house,2015,0.0,NJ
NJ-05,house,2015,0.64,NJ
NJ-07,house,2015,0.27,NJ
NJ-02,house,2015,0.18,NJ
NJ-03,house,2015,0.09,NJ
NJ-04,house,2015,0.36,NJ
NM-02,house,2015,0.45,NM
NV-02,house,2015,0.36,NV
NV-04,house,2015,0.27,NV
NV-03,house,2015,0.36,NV
NY-02,house,2015,0.08,NY
NY-01,house,2015,0.12,NY
OH-08,house,2015,0.0,OH
OH-01,house,2015,0.12,OH
OH-07,house,2015,0.36,OH
OH-06,house,2015,0.09,OH
OH-04,house,2015,0.73,OH
OH-05,house,2015,0.45,OH
OH-02,house,2015,0.45,OH
OK-01,house,2015,0.73,OK
OK-04,house,2015,0.0,OK
OK-03,house,2015,0.18,OK
OK-02,house,2015,0.27,OK
OK-05,house,2015,0.45,OK
OR-02,house,2015,0.0,OR
PA-01,house,2015,0.19,PA
PA-06,house,2015,0.09,PA
PA-08,house,2015,0.09,PA
PA-03,house,2015,0.36,PA
PA-07,house,2015,0.18,PA
PA-04,house,2015,0.64,PA
PA-09,house,2015,0.27,PA
PA-05,house,2015,0.0,PA
SC-03,house,2015,0.64,SC
SC-04,house,2015,0.55,SC
SC-05,house,2015,0.82,SC
SC-07,house,2015,0.36,SC
SC-01,house,2015,0.64,SC
SC-02,house,2015,0.18,SC
SD-00,house,2015,0.09,SD
TN-06,house,2015,0.45,TN
TN-07,house,2015,0.55,TN
TN-04,house,2015,0.64,TN
TN-02,house,2015,0.64,TN
TN-08,house,2015,0.36,TN
TN-03,house,2015,0.36,TN
TN-01,house,2015,0.36,TN
TX-03,house,2015,0.24,TX
TX-06,house,2015,0.27,TX
TX-08,house,2015,0.09,TX
TX-02,house,2015,0.35,TX
TX-01,house,2015,0.26,TX
TX-07,house,2015,0.27,TX
TX-05,house,2015,0.36,TX
TX-04,house,2015,0.73,TX
UT-01,house,2015,0.45,UT
UT-03,house,2015,0.45,UT
UT-04,house,2015,0.45,UT
UT-02,house,2015,0.45,UT
VA-07,house,2015,0.73,VA
VA-01,house,2015,0.23,VA
VA-04,house,2015,0.45,VA
VA-06,house,2015,0.45,VA
VA-09,house,2015,0.45,VA
VA-05,house,2015,0.36,VA
VA-02,house,2015,0.09,VA
WA-03,house,2015,0.18,WA
WA-04,house,2015,0.27,WA
WA-08,house,2015,0.0,WA
WA-05,house,2015,0.0,WA
WI-07,house,2015,0.36,WI
WI-06,house,2015,0.36,WI
WI-08,house,2015,0.36,WI
WI-01,house,2015,0.0,WI
WI-05,house,2015,0.64,WI
WV-03,house,2015,0.27,WV
WV-01,house,2015,0.36,WV
WV-02,house,2015,0.64,WV
WY-00,house,2015,0.82,WY
AL-07,house,2015,0.0,AL
AZ-07,house,2015,0.11,AZ
AZ-03,house,2015,0.22,AZ
AZ-01,house,2015,0.0,AZ
AZ-09,house,2015,0.11,AZ
CA-07,house,2015,0.0,CA
CA-06,house,2015,0.0,CA
CA-09,house,2015,0.0,CA
CO-01,house,2015,0.0,CO
CO-07,house,2015,0.0,CO
CO-02,house,2015,0.11,CO
CT-02,house,2015,0.0,CT
CT-03,house,2015,0.0,CT
CT-05,house,2015,0.0,CT
CT-04,house,2015,0.0,CT
CT-01,house,2015,0.0,CT
DE-00,house,2015,0.11,DE
FL-05,house,2015,0.0,FL
FL-09,house,2015,0.0,FL
GA-02,house,2015,0.22,GA
GA-04,house,2015,0.11,GA
GA-05,house,2015,0.0,GA
HI-02,house,2015,0.0,HI
HI-01,house,2015,0.0,HI
IA-02,house,2015,0.0,IA
IL-07,house,2015,0.0,IL
IL-08,house,2015,0.0,IL
IL-04,house,2015,0.11,IL
IL-02,house,2015,0.0,IL
IL-03,house,2015,0.0,IL
IL-05,house,2015,0.0,IL
IL-09,house,2015,0.11,IL
IN-07,house,2015,0.0,IN
IN-01,house,2015,0.11,IN
KY-03,house,2015,0.0,KY
LA-02,house,2015,0.0,LA
MA-07,house,2015,0.0,MA
MA-05,house,2015,0.0,MA
MA-09,house,2015,0.0,MA
MA-04,house,2015,0.0,MA
MA-08,house,2015,0.11,MA
MA-02,house,2015,0.0,MA
MA-06,house,2015,0.0,MA
MA-01,house,2015,0.0,MA
MA-03,house,2015,0.0,MA
MD-07,house,2015,0.0,MD
MD-06,house,2015,0.0,MD
MD-04,house,2015,0.0,MD
MD-05,house,2015,0.0,MD
MD-02,house,2015,0.11,MD
MD-03,house,2015,0.0,MD
MD-08,house,2015,0.0,MD
ME-01,house,2015,0.0,ME
MI-05,house,2015,0.0,MI
MI-09,house,2015,0.0,MI
MN-05,house,2015,0.11,MN
MN-04,house,2015,0.0,MN
MN-08,house,2015,0.0,MN
MN-07,house,2015,0.22,MN
MN-01,house,2015,0.0,MN
MO-01,house,2015,0.0,MO
MO-05,house,2015,0.0,MO
MS-02,house,2015,0.22,MS
NC-04,house,2015,0.0,NC
NE-02,house,2015,0.22,NE
NH-02,house,2015,0.0,NH
NJ-06,house,2015,0.0,NJ
NJ-09,house,2015,0.0,NJ
NJ-08,house,2015,0.0,NJ
NM-01,house,2015,0.0,NM
NM-03,house,2015,0.0,NM
NV-01,house,2015,0.0,NV
NY-09,house,2015,0.0,NY
NY-03,house,2015,0.0,NY
NY-08,house,2015,0.0,NY
NY-05,house,2015,0.0,NY
NY-06,house,2015,0.0,NY
NY-04,house,2015,0.0,NY
NY-07,house,2015,0.0,NY
OH-03,house,2015,0.0,OH
OH-09,house,2015,0.0,OH
OR-03,house,2015,0.0,OR
OR-01,house,2015,0.0,OR
OR-04,house,2015,0.0,OR
OR-05,house,2015,0.11,OR
PA-02,house,2015,0.0,PA
RI-01,house,2015,0.0,RI
RI-02,house,2015,0.0,RI
SC-06,house,2015,0.0,SC
TN-09,house,2015,0.0,TN
TN-05,house,2015,0.11,TN
TX-09,house,2015,0.0,TX
VA-08,house,2015,0.0,VA
VA-03,house,2015,0.0,VA
VT-00,house,2015,0.11,VT
WA-01,house,2015,0.0,WA
WA-06,house,2015,0.0,WA
WA-02,house,2015,0.0,WA
WA-07,house,2015,0.11,WA
WA-09,house,2015,0.0,WA
WI-03,house,2015,0.0,WI
WI-04,house,2015,0.0,WI
WI-02,house,2015,0.11,WI
N\A,senate,2015,0.19,AK
N\A,senate,2015,0.81,AL
N\A,senate,2015,0.5,AR
N\A,senate,2015,0.25,AZ
N\A,senate,2015,0.07,CO
N\A,senate,2015,0.2,FL
N\A,senate,2015,0.31,GA
N\A,senate,2015,0.38,IA
N\A,senate,2015,0.62,ID
N\A,senate,2015,0.0,IL
N\A,senate,2015,0.2,IN
N\A,senate,2015,0.38,KS
