CongressionalDistrict,Branch,Year,Constitutional (0-1),State
TN-05,house,2020,0.0,TN
TX-07,house,2020,0.0,TX
TX-09,house,2020,0.0,TX
UT-04,house,2020,0.0,UT
VA-08,house,2020,0.0,VA
VA-02,house,2020,0.0,VA
VA-04,house,2020,0.0,VA
VA-03,house,2020,0.0,VA
VA-07,house,2020,0.0,VA
VT-00,house,2020,0.0,VT
WA-01,house,2020,0.0,WA
WA-07,house,2020,0.0,WA
WA-06,house,2020,0.0,WA
WA-02,house,2020,0.0,WA
WA-08,house,2020,0.0,WA
WA-09,house,2020,0.0,WA
WI-03,house,2020,0.0,WI
WI-04,house,2020,0.0,WI
WI-02,house,2020,0.0,WI
N\A,senate,2020,0.0,AK
N\A,senate,2020,0.1,AL
N\A,senate,2020,0.0,AR
N\A,senate,2020,0.0,AZ
N\A,senate,2020,0.0,CO
N\A,senate,2020,0.25,FL
N\A,senate,2020,0.08,GA
N\A,senate,2020,0.0,IA
N\A,senate,2020,0.17,ID
N\A,senate,2020,0.17,IN
N\A,senate,2020,0.08,KS
N\A,senate,2020,0.33,KY
N\A,senate,2020,0.17,LA
N\A,senate,2020,0.0,ME
N\A,senate,2020,0.17,MO
N\A,senate,2020,0.08,MS
N\A,senate,2020,0.0,MT
N\A,senate,2020,0.0,NC
N\A,senate,2020,0.0,ND
N\A,senate,2020,0.17,NE
N\A,senate,2020,0.0,OH
N\A,senate,2020,0.17,OK
N\A,senate,2020,0.3,PA
N\A,senate,2020,0.0,SC
N\A,senate,2020,0.08,SD
N\A,senate,2020,0.25,TN
N\A,senate,2020,0.33,TX
N\A,senate,2020,0.33,UT
N\A,senate,2020,0.3,WI
N\A,senate,2020,0.0,WV
N\A,senate,2020,0.17,WY
N\A,senate,2020,0.0,CA
N\A,senate,2020,0.0,CT
N\A,senate,2020,0.0,DE
N\A,senate,2020,0.0,HI
N\A,senate,2020,0.0,IL
N\A,senate,2020,0.0,MA
N\A,senate,2020,0.0,MD
N\A,senate,2020,0.0,MI
N\A,senate,2020,0.0,MN
N\A,senate,2020,0.0,NH
N\A,senate,2020,0.0,NJ
N\A,senate,2020,0.0,NM
N\A,senate,2020,0.0,NV
N\A,senate,2020,0.0,NY
N\A,senate,2020,0.0,OR
N\A,senate,2020,0.0,RI
N\A,senate,2020,0.0,VA
N\A,senate,2020,0.0,VT
N\A,senate,2020,0.0,WA
AK-00,house,2021,0.0,AK
AL-04,house,2021,0.5,AL
AL-05,house,2021,0.75,AL
AL-01,house,2021,0.25,AL
AL-02,house,2021,0.5,AL
AL-06,house,2021,0.5,AL
AL-03,house,2021,0.25,AL
AR-01,house,2021,0.5,AR
AR-02,house,2021,0.25,AR
AR-04,house,2021,0.0,AR
AR-03,house,2021,0.0,AR
AZ-05,house,2021,1.0,AZ
AZ-04,house,2021,1.0,AZ
AZ-08,house,2021,0.25,AZ
AZ-06,house,2021,0.0,AZ
CA-04,house,2021,0.04,CA
CA-02,house,2021,0.0,CA
CA-05,house,2021,0.0,CA
CA-03,house,2021,0.0,CA
CA-01,house,2021,0.02,CA
CA-08,house,2021,0.0,CA
CO-03,house,2021,1.0,CO
CO-04,house,2021,0.5,CO
CO-05,house,2021,0.5,CO
FL-01,house,2021,0.14,FL
FL-03,house,2021,0.75,FL
FL-02,house,2021,0.0,FL
FL-08,house,2021,0.25,FL
FL-04,house,2021,0.25,FL
FL-06,house,2021,0.25,FL
GA-01,house,2021,0.35,GA
GA-09,house,2021,0.75,GA
GA-03,house,2021,0.0,GA
GA-08,house,2021,0.0,GA
IA-04,house,2021,0.0,IA
IA-01,house,2021,0.0,IA
IA-02,house,2021,0.0,IA
ID-01,house,2021,0.25,ID
ID-02,house,2021,0.0,ID
IL-01,house,2021,0.05,IL
IN-04,house,2021,0.25,IN
IN-03,house,2021,1.0,IN
IN-08,house,2021,0.0,IN
IN-09,house,2021,0.25,IN
IN-06,house,2021,0.25,IN
IN-05,house,2021,0.25,IN
IN-02,house,2021,0.25,IN
KS-04,house,2021,0.5,KS
KS-02,house,2021,0.25,KS
KS-01,house,2021,0.75,KS
KY-06,house,2021,0.0,KY
KY-01,house,2021,0.0,KY
KY-02,house,2021,0.0,KY
KY-04,house,2021,1.0,KY
KY-05,house,2021,0.0,KY
LA-06,house,2021,0.0,LA
LA-03,house,2021,0.5,LA
LA-04,house,2021,0.75,LA
LA-05,house,2021,0.0,LA
LA-01,house,2021,0.0,LA
MD-01,house,2021,1.0,MD
MI-01,house,2021,0.04,MI
MI-02,house,2021,0.25,MI
MI-03,house,2021,0.25,MI
MI-04,house,2021,0.0,MI
MI-06,house,2021,0.0,MI
MI-07,house,2021,0.0,MI
MN-06,house,2021,0.5,MN
MN-07,house,2021,0.25,MN
MN-01,house,2021,0.0,MN
MN-08,house,2021,0.25,MN
MO-06,house,2021,0.0,MO
MO-04,house,2021,0.0,MO
MO-07,house,2021,0.0,MO
MO-03,house,2021,0.0,MO
MO-08,house,2021,0.25,MO
MO-02,house,2021,0.0,MO
MS-03,house,2021,0.5,MS
MS-01,house,2021,0.5,MS
MS-04,house,2021,0.5,MS
MT-00,house,2021,1.0,MT
NC-09,house,2021,0.75,NC
NC-01,house,2021,0.15,NC
NC-05,house,2021,0.75,NC
NC-08,house,2021,0.0,NC
NC-03,house,2021,0.25,NC
NC-07,house,2021,0.75,NC
ND-00,house,2021,0.0,ND
NE-02,house,2021,0.0,NE
NE-01,house,2021,0.0,NE
NE-03,house,2021,0.0,NE
NJ-04,house,2021,0.0,NJ
NJ-02,house,2021,0.0,NJ
NM-02,house,2021,0.75,NM
NV-02,house,2021,0.0,NV
NY-02,house,2021,0.0,NY
NY-01,house,2021,0.02,NY
OH-01,house,2021,0.05,OH
OH-08,house,2021,1.0,OH
OH-07,house,2021,0.0,OH
OH-06,house,2021,0.0,OH
OH-04,house,2021,0.75,OH
OH-05,house,2021,0.0,OH
OH-02,house,2021,0.25,OH
OK-05,house,2021,0.0,OK
OK-04,house,2021,0.25,OK
OK-01,house,2021,0.5,OK
OK-03,house,2021,0.0,OK
OK-02,house,2021,0.25,OK
OR-02,house,2021,0.0,OR
PA-01,house,2021,0.13,PA
PA-09,house,2021,0.0,PA
SC-03,house,2021,0.5,SC
SC-01,house,2021,0.25,SC
SC-05,house,2021,0.75,SC
SC-07,house,2021,0.5,SC
SC-04,house,2021,0.0,SC
SC-02,house,2021,0.0,SC
SD-00,house,2021,0.25,SD
TN-02,house,2021,1.0,TN
TN-04,house,2021,0.25,TN
TN-03,house,2021,0.0,TN
TN-07,house,2021,0.75,TN
TN-01,house,2021,0.75,TN
TN-08,house,2021,0.0,TN
TN-06,house,2021,1.0,TN
TX-01,house,2021,0.2,TX
TX-03,house,2021,0.07,TX
TX-08,house,2021,0.0,TX
TX-02,house,2021,0.12,TX
TX-04,house,2021,0.25,TX
TX-05,house,2021,0.75,TX
TX-06,house,2021,0.0,TX
UT-03,house,2021,0.0,UT
UT-01,house,2021,0.0,UT
UT-04,house,2021,0.0,UT
UT-02,house,2021,0.25,UT
VA-06,house,2021,0.75,VA
VA-05,house,2021,1.0,VA
VA-09,house,2021,0.0,VA
VA-01,house,2021,0.0,VA
WA-03,house,2021,0.0,WA
WA-04,house,2021,0.25,WA
WA-05,house,2021,0.0,WA
WI-05,house,2021,0.0,WI
WI-08,house,2021,0.25,WI
WI-06,house,2021,0.5,WI
WI-01,house,2021,0.25,WI
WI-07,house,2021,0.5,WI
WV-01,house,2021,0.0,WV
WV-03,house,2021,0.0,WV
WV-02,house,2021,0.25,WV
WY-00,house,2021,0.25,WY
AL-07,house,2021,0.0,AL
AZ-07,house,2021,0.0,AZ
AZ-03,house,2021,0.0,AZ
AZ-02,house,2021,0.0,AZ
AZ-01,house,2021,0.0,AZ
AZ-09,house,2021,0.0,AZ
CA-07,house,2021,0.0,CA
CA-06,house,2021,0.0,CA
CA-09,house,2021,0.0,CA
CO-06,house,2021,0.0,CO
CO-01,house,2021,0.0,CO
CO-02,house,2021,0.0,CO
CO-07,house,2021,0.0,CO
CT-02,house,2021,0.0,CT
CT-03,house,2021,0.0,CT
CT-05,house,2021,0.0,CT
CT-04,house,2021,0.0,CT
CT-01,house,2021,0.0,CT
DE-00,house,2021,0.0,DE
FL-05,house,2021,0.0,FL
FL-07,house,2021,0.0,FL
FL-09,house,2021,0.0,FL
GA-02,house,2021,0.0,GA
GA-07,house,2021,0.0,GA
GA-04,house,2021,0.0,GA
GA-06,house,2021,0.0,GA
GA-05,house,2021,0.0,GA
HI-01,house,2021,0.0,HI
HI-02,house,2021,0.0,HI
IA-03,house,2021,0.0,IA
IL-06,house,2021,0.0,IL
IL-07,house,2021,0.0,IL
IL-04,house,2021,0.0,IL
IL-02,house,2021,0.0,IL
IL-08,house,2021,0.0,IL
IL-03,house,2021,0.0,IL
IL-05,house,2021,0.0,IL
IL-09,house,2021,0.0,IL
IN-07,house,2021,0.0,IN
IN-01,house,2021,0.0,IN
KS-03,house,2021,0.0,KS
KY-03,house,2021,0.0,KY
LA-02,house,2021,0.0,LA
MA-04,house,2021,0.0,MA
MA-05,house,2021,0.0,MA
MA-09,house,2021,0.0,MA
MA-08,house,2021,0.0,MA
MA-02,house,2021,0.0,MA
MA-06,house,2021,0.0,MA
MA-01,house,2021,0.0,MA
MA-07,house,2021,0.09,MA
MA-03,house,2021,0.0,MA
MD-04,house,2021,0.0,MD
MD-05,house,2021,0.0,MD
MD-07,house,2021,0.0,MD
MD-08,house,2021,0.0,MD
MD-02,house,2021,0.0,MD
MD-03,house,2021,0.0,MD
MD-06,house,2021,0.0,MD
ME-02,house,2021,0.27,ME
ME-01,house,2021,0.0,ME
MI-05,house,2021,0.0,MI
MI-09,house,2021,0.0,MI
MI-08,house,2021,0.0,MI
MN-02,house,2021,0.0,MN
MN-04,house,2021,0.0,MN
MN-05,house,2021,0.09,MN
MN-03,house,2021,0.0,MN
MO-01,house,2021,0.09,MO
MO-05,house,2021,0.0,MO
MS-02,house,2021,0.09,MS
NC-06,house,2021,0.0,NC
NC-04,house,2021,0.0,NC
NC-02,house,2021,0.0,NC
NH-02,house,2021,0.0,NH
NH-01,house,2021,0.0,NH
NJ-05,house,2021,0.0,NJ
NJ-03,house,2021,0.0,NJ
NJ-07,house,2021,0.0,NJ
NJ-01,house,2021,0.0,NJ
NJ-06,house,2021,0.0,NJ
NJ-09,house,2021,0.0,NJ
NJ-08,house,2021,0.0,NJ
NM-01,house,2021,0.0,NM
NM-03,house,2021,0.0,NM
NV-04,house,2021,0.0,NV
NV-03,house,2021,0.0,NV
NV-01,house,2021,0.0,NV
NY-09,house,2021,0.0,NY
NY-08,house,2021,0.0,NY
NY-05,house,2021,0.0,NY
NY-06,house,2021,0.0,NY
NY-04,house,2021,0.0,NY
NY-03,house,2021,0.0,NY
NY-07,house,2021,0.0,NY
OH-03,house,2021,0.0,OH
OH-09,house,2021,0.0,OH
OR-03,house,2021,0.0,OR
OR-01,house,2021,0.0,OR
OR-04,house,2021,0.0,OR
OR-05,house,2021,0.0,OR
PA-02,house,2021,0.0,PA
PA-08,house,2021,0.0,PA
PA-04,house,2021,0.0,PA
PA-03,house,2021,0.0,PA
PA-06,house,2021,0.0,PA
PA-05,house,2021,0.0,PA
PA-07,house,2021,0.0,PA
RI-01,house,2021,0.0,RI
RI-02,house,2021,0.0,RI
SC-06,house,2021,0.0,SC
TN-09,house,2021,0.0,TN
TN-05,house,2021,0.0,TN
TX-07,house,2021,0.0,TX
TX-09,house,2021,0.0,TX
VA-08,house,2021,0.0,VA
VA-02,house,2021,0.0,VA
VA-04,house,2021,0.0,VA
VA-03,house,2021,0.0,VA
VA-07,house,2021,0.0,VA
VT-00,house,2021,0.0,VT
WA-01,house,2021,0.0,WA
WA-07,house,2021,0.0,WA
WA-06,house,2021,0.0,WA
WA-02,house,2021,0.0,WA
WA-08,house,2021,0.0,WA
WA-09,house,2021,0.0,WA
WI-03,house,2021,0.09,WI
WI-04,house,2021,0.0,WI
WI-02,house,2021,0.0,WI
N\A,senate,2021,0.2,AK
N\A,senate,2021,0.5,AL
N\A,senate,2021,0.7,AR
N\A,senate,2021,0.7,FL
N\A,senate,2021,0.5,IA
N\A,senate,2021,0.4,ID
N\A,senate,2021,0.6,IN
N\A,senate,2021,0.6,KS
N\A,senate,2021,0.3,KY
N\A,senate,2021,0.3,LA
N\A,senate,2021,0.2,ME
N\A,senate,2021,0.5,MO
N\A,senate,2021,0.3,MS
N\A,senate,2021,0.25,MT
N\A,senate,2021,0.0,NC
N\A,senate,2021,0.4,ND
N\A,senate,2021,0.5,NE
N\A,senate,2021,0.0,OH
N\A,senate,2021,0.5,OK
N\A,senate,2021,0.25,PA
N\A,senate,2021,0.4,SC
N\A,senate,2021,0.1,SD
N\A,senate,2021,0.6,TN
N\A,senate,2021,0.4,TX
N\A,senate,2021,0.5,UT
N\A,senate,2021,0.25,WI
N\A,senate,2021,0.0,WV
N\A,senate,2021,0.7,WY
N\A,senate,2021,0.0,AZ
N\A,senate,2021,0.0,CA
N\A,senate,2021,0.0,CO
N\A,senate,2021,0.0,CT
N\A,senate,2021,0.0,DE
N\A,senate,2021,0.0,GA
N\A,senate,2021,0.0,HI
N\A,senate,2021,0.0,IL
N\A,senate,2021,0.0,MA
N\A,senate,2021,0.0,MD
N\A,senate,2021,0.0,MI
N\A,senate,2021,0.0,MN
N\A,senate,2021,0.0,NH
N\A,senate,2021,0.0,NJ
N\A,senate,2021,0.0,NM
N\A,senate,2021,0.0,NV
N\A,senate,2021,0.0,NY
N\A,senate,2021,0.0,OR
N\A,senate,2021,0.0,RI
N\A,senate,2021,0.0,VA
N\A,senate,2021,0.0,VT
N\A,senate,2021,0.0,WA
AK-00,house,2022,0.0,AK
AL-04,house,2022,0.67,AL
AL-05,house,2022,1.0,AL
AL-01,house,2022,0.67,AL
AL-02,house,2022,1.0,AL
AL-06,house,2022,1.0,AL
AL-03,house,2022,1.0,AL
AR-01,house,2022,0.67,AR
AR-02,house,2022,1.0,AR
AR-04,house,2022,1.0,AR
AR-03,house,2022,0.33,AR
AZ-05,house,2022,1.0,AZ
AZ-04,house,2022,1.0,AZ
AZ-08,house,2022,0.67,AZ
AZ-06,house,2022,1.0,AZ
CA-04,house,2022,0.12,CA
CA-02,house,2022,0.09,CA
CA-05,house,2022,0.09,CA
CA-03,house,2022,0.02,CA
CA-01,house,2022,0.06,CA
CA-08,house,2022,0.67,CA
CO-03,house,2022,1.0,CO
CO-04,house,2022,1.0,CO
CO-05,house,2022,1.0,CO
FL-01,house,2022,0.59,FL
FL-03,house,2022,1.0,FL
FL-02,house,2022,0.11,FL
FL-08,house,2022,1.0,FL
FL-04,house,2022,0.33,FL
FL-06,house,2022,1.0,FL
GA-01,house,2022,0.75,GA
GA-09,house,2022,1.0,GA
GA-03,house,2022,1.0,GA
GA-08,house,2022,1.0,GA
IA-04,house,2022,1.0,IA
IA-01,house,2022,0.33,IA
IA-02,house,2022,0.33,IA
ID-01,house,2022,1.0,ID
ID-02,house,2022,0.33,ID
IL-01,house,2022,0.3,IL
IN-04,house,2022,1.0,IN
IN-03,house,2022,1.0,IN
IN-08,house,2022,1.0,IN
IN-09,house,2022,1.0,IN
IN-06,house,2022,0.67,IN
IN-05,house,2022,1.0,IN
IN-02,house,2022,1.0,IN
KS-04,house,2022,1.0,KS
KS-02,house,2022,0.67,KS
KS-01,house,2022,1.0,KS
KY-06,house,2022,1.0,KY
KY-01,house,2022,1.0,KY
KY-02,house,2022,1.0,KY
KY-04,house,2022,1.0,KY
KY-05,house,2022,0.33,KY
LA-06,house,2022,1.0,LA
LA-03,house,2022,1.0,LA
LA-04,house,2022,1.0,LA
LA-05,house,2022,0.67,LA
LA-01,house,2022,1.0,LA
MD-01,house,2022,0.67,MD
MI-01,house,2022,0.23,MI
MI-02,house,2022,1.0,MI
MI-03,house,2022,0.33,MI
MI-04,house,2022,0.67,MI
MI-06,house,2022,0.33,MI
MI-07,house,2022,1.0,MI
MN-06,house,2022,1.0,MN
MN-07,house,2022,1.0,MN
MN-01,house,2022,1.0,MN
MN-08,house,2022,1.0,MN
MO-06,house,2022,1.0,MO
MO-04,house,2022,1.0,MO
MO-07,house,2022,1.0,MO
MO-03,house,2022,1.0,MO
MO-08,house,2022,1.0,MO
MO-02,house,2022,1.0,MO
MS-03,house,2022,1.0,MS
MS-01,house,2022,1.0,MS
MS-04,house,2022,0.67,MS
MT-00,house,2022,1.0,MT
NC-09,house,2022,1.0,NC
NC-01,house,2022,0.47,NC
NC-05,house,2022,0.67,NC
NC-08,house,2022,1.0,NC
NC-03,house,2022,1.0,NC
NC-07,house,2022,1.0,NC
ND-00,house,2022,1.0,ND
NE-02,house,2022,1.0,NE
NE-01,house,2022,0.5,NE
NE-03,house,2022,1.0,NE
NJ-04,house,2022,1.0,NJ
NJ-02,house,2022,1.0,NJ
NM-02,house,2022,1.0,NM
NV-02,house,2022,0.33,NV
NY-02,house,2022,0.31,NY
NY-01,house,2022,0.06,NY
OH-01,house,2022,0.29,OH
OH-08,house,2022,1.0,OH
OH-07,house,2022,1.0,OH
OH-06,house,2022,1.0,OH
OH-04,house,2022,1.0,OH
OH-05,house,2022,1.0,OH
OH-02,house,2022,1.0,OH
OK-05,house,2022,0.67,OK
OK-04,house,2022,0.33,OK
OK-01,house,2022,1.0,OK
OK-03,house,2022,1.0,OK
OK-02,house,2022,1.0,OK
OR-02,house,2022,1.0,OR
PA-01,house,2022,0.56,PA
PA-09,house,2022,1.0,PA
SC-03,house,2022,1.0,SC
SC-01,house,2022,1.0,SC
SC-05,house,2022,1.0,SC
SC-07,house,2022,0.67,SC
SC-04,house,2022,1.0,SC
SC-02,house,2022,1.0,SC
SD-00,house,2022,1.0,SD
TN-02,house,2022,1.0,TN
TN-04,house,2022,1.0,TN
TN-03,house,2022,0.33,TN
TN-07,house,2022,1.0,TN
TN-01,house,2022,1.0,TN
TN-08,house,2022,1.0,TN
TN-06,house,2022,1.0,TN
TX-01,house,2022,0.51,TX
TX-03,house,2022,0.25,TX
TX-08,house,2022,0.33,TX
TX-02,house,2022,0.56,TX
TX-06,house,2022,0.67,TX
TX-04,house,2022,1.0,TX
TX-05,house,2022,1.0,TX
UT-03,house,2022,0.67,UT
UT-01,house,2022,1.0,UT
UT-04,house,2022,1.0,UT
UT-02,house,2022,0.67,UT
VA-06,house,2022,1.0,VA
VA-05,house,2022,1.0,VA
VA-09,house,2022,1.0,VA
VA-01,house,2022,0.23,VA
WA-03,house,2022,0.33,WA
WA-04,house,2022,0.33,WA
WA-05,house,2022,1.0,WA
WI-05,house,2022,1.0,WI
WI-08,house,2022,1.0,WI
WI-06,house,2022,1.0,WI
WI-01,house,2022,1.0,WI
WI-07,house,2022,1.0,WI
WV-01,house,2022,1.0,WV
WV-03,house,2022,1.0,WV
WV-02,house,2022,1.0,WV
WY-00,house,2022,0.67,WY
AL-07,house,2022,0.0,AL
AZ-07,house,2022,0.0,AZ
AZ-03,house,2022,0.0,AZ
AZ-02,house,2022,0.0,AZ
AZ-01,house,2022,0.0,AZ
AZ-09,house,2022,0.0,AZ
CA-07,house,2022,0.0,CA
CA-06,house,2022,0.0,CA
CA-09,house,2022,0.0,CA
CO-06,house,2022,0.0,CO
CO-01,house,2022,0.0,CO
CO-02,house,2022,0.0,CO
CO-07,house,2022,0.0,CO
CT-02,house,2022,0.0,CT
CT-03,house,2022,0.0,CT
CT-05,house,2022,0.0,CT
CT-04,house,2022,0.0,CT
CT-01,house,2022,0.0,CT
DE-00,house,2022,0.0,DE
FL-05,house,2022,0.0,FL
FL-07,house,2022,0.0,FL
FL-09,house,2022,0.0,FL
GA-02,house,2022,0.0,GA
GA-07,house,2022,0.0,GA
GA-04,house,2022,0.0,GA
GA-06,house,2022,0.0,GA
GA-05,house,2022,0.0,GA
HI-01,house,2022,0.0,HI
HI-02,house,2022,0.0,HI
IA-03,house,2022,0.0,IA
IL-06,house,2022,0.0,IL
IL-07,house,2022,0.0,IL
IL-04,house,2022,0.0,IL
IL-02,house,2022,0.0,IL
IL-08,house,2022,0.0,IL
IL-03,house,2022,0.0,IL
IL-05,house,2022,0.0,IL
IL-09,house,2022,0.0,IL
IN-07,house,2022,0.0,IN
IN-01,house,2022,0.0,IN
KS-03,house,2022,0.0,KS
KY-03,house,2022,0.0,KY
LA-02,house,2022,0.0,LA
MA-04,house,2022,0.0,MA
MA-05,house,2022,0.0,MA
MA-09,house,2022,0.0,MA
MA-08,house,2022,0.0,MA
MA-02,house,2022,0.0,MA
MA-06,house,2022,0.0,MA
MA-01,house,2022,0.0,MA
MA-07,house,2022,0.0,MA
MA-03,house,2022,0.0,MA
MD-04,house,2022,0.0,MD
MD-05,house,2022,0.0,MD
MD-07,house,2022,0.0,MD
MD-08,house,2022,0.0,MD
MD-02,house,2022,0.0,MD
MD-03,house,2022,0.0,MD
MD-06,house,2022,0.0,MD
ME-02,house,2022,0.2,ME
ME-01,house,2022,0.0,ME
MI-05,house,2022,0.0,MI
MI-09,house,2022,0.0,MI
MI-08,house,2022,0.0,MI
MN-02,house,2022,0.0,MN
MN-04,house,2022,0.0,MN
MN-05,house,2022,0.0,MN
MN-03,house,2022,0.0,MN
MO-01,house,2022,0.0,MO
MO-05,house,2022,0.0,MO
MS-02,house,2022,0.0,MS
NC-06,house,2022,0.0,NC
NC-04,house,2022,0.0,NC
NC-02,house,2022,0.0,NC
NH-02,house,2022,0.0,NH
NH-01,house,2022,0.0,NH
NJ-05,house,2022,0.2,NJ
NJ-03,house,2022,0.0,NJ
NJ-07,house,2022,0.0,NJ
NJ-01,house,2022,0.0,NJ
NJ-06,house,2022,0.0,NJ
NJ-09,house,2022,0.0,NJ
NJ-08,house,2022,0.0,NJ
NM-03,house,2022,0.0,NM
NM-01,house,2022,0.0,NM
NV-04,house,2022,0.0,NV
NV-03,house,2022,0.0,NV
NV-01,house,2022,0.0,NV
NY-09,house,2022,0.0,NY
NY-08,house,2022,0.0,NY
NY-05,house,2022,0.0,NY
NY-06,house,2022,0.0,NY
NY-04,house,2022,0.0,NY
NY-03,house,2022,0.0,NY
NY-07,house,2022,0.0,NY
OH-03,house,2022,0.0,OH
OH-09,house,2022,0.0,OH
OR-03,house,2022,0.0,OR
OR-01,house,2022,0.0,OR
OR-04,house,2022,0.0,OR
OR-05,house,2022,0.2,OR
PA-02,house,2022,0.0,PA
PA-08,house,2022,0.0,PA
PA-04,house,2022,0.0,PA
PA-03,house,2022,0.0,PA
PA-06,house,2022,0.0,PA
PA-05,house,2022,0.0,PA
PA-07,house,2022,0.0,PA
RI-01,house,2022,0.0,RI
RI-02,house,2022,0.0,RI
SC-06,house,2022,0.0,SC
TN-09,house,2022,0.0,TN
TN-05,house,2022,0.0,TN
TX-07,house,2022,0.0,TX
TX-09,house,2022,0.0,TX
VA-08,house,2022,0.0,VA
VA-02,house,2022,0.0,VA
VA-04,house,2022,0.0,VA
VA-03,house,2022,0.0,VA
VA-07,house,2022,0.0,VA
VT-00,house,2022,0.0,VT
WA-01,house,2022,0.0,WA
WA-07,house,2022,0.0,WA
WA-06,house,2022,0.0,WA
WA-02,house,2022,0.0,WA
WA-08,house,2022,0.0,WA
WA-09,house,2022,0.0,WA
WI-03,house,2022,0.2,WI
WI-04,house,2022,0.0,WI
WI-02,house,2022,0.0,WI
N\A,senate,2022,0.5,AK
N\A,senate,2022,0.25,AL
N\A,senate,2022,1.0,AR
N\A,senate,2022,0.75,FL
N\A,senate,2022,0.5,IA
N\A,senate,2022,1.0,ID
N\A,senate,2022,0.5,IN
N\A,senate,2022,0.5,KS
N\A,senate,2022,0.5,KY
N\A,senate,2022,0.5,LA
N\A,senate,2022,0.0,ME
N\A,senate,2022,0.5,MO
N\A,senate,2022,0.0,MS
N\A,senate,2022,0.33,MT
N\A,senate,2022,0.5,NC
N\A,senate,2022,1.0,ND
N\A,senate,2022,1.0,NE
N\A,senate,2022,0.0,OH
N\A,senate,2022,0.5,OK
N\A,senate,2022,0.33,PA
N\A,senate,2022,0.5,SC
N\A,senate,2022,0.5,SD
N\A,senate,2022,0.75,TN
N\A,senate,2022,0.5,TX
N\A,senate,2022,0.75,UT
N\A,senate,2022,0.33,WI
N\A,senate,2022,0.0,WV
N\A,senate,2022,0.5,WY
N\A,senate,2022,0.0,AZ
N\A,senate,2022,0.0,CA
N\A,senate,2022,0.0,CO
N\A,senate,2022,0.0,CT
N\A,senate,2022,0.0,DE
N\A,senate,2022,0.0,GA
N\A,senate,2022,0.0,HI
N\A,senate,2022,0.0,IL
N\A,senate,2022,0.0,MA
N\A,senate,2022,0.0,MD
N\A,senate,2022,0.0,MI
N\A,senate,2022,0.0,MN
N\A,senate,2022,0.0,NH
N\A,senate,2022,0.0,NJ
N\A,senate,2022,0.0,NM
N\A,senate,2022,0.0,NV
N\A,senate,2022,0.0,NY
N\A,senate,2022,0.0,OR
N\A,senate,2022,0.0,RI
N\A,senate,2022,0.0,VA
N\A,senate,2022,0.0,VT
N\A,senate,2022,0.0,WA
