Place,StateCode,County
zilwaukee,mi,saginaw county
zilwaukee_township,mi,saginaw county
aastad,mn,otter tail county
acoma,mn,mcleod county
acton,mn,meeker county
ada,mn,norman county
adams,mn,mower county
adams_township,mn,mower county
adrian,mn,nobles county
adrian_township,mn,watonwan county
aetna,mn,pipestone county
afton,mn,washington county
agassiz,mn,lac qui parle county
agder,mn,marshall county
agram,mn,morrison county
aitkin,mn,aitkin county
aitkin_township,mn,aitkin county
akeley,mn,hubbard county
akeley_township,mn,hubbard county
akron_township_(big_stone_cnty),mn,big stone county
akron_township_(wilkin_cnty),mn,wilkin county
alango,mn,st. louis county
alaska,mn,beltrami county
alba,mn,jackson county
albany,mn,stearns county
albany_township,mn,stearns county
albert_lea,mn,freeborn county
albert_lea_township,mn,freeborn county
alberta,mn,stevens county
alberta_township,mn,benton county
albertville,mn,wright county
albin,mn,brown county
albion,mn,wright county
alborn,mn,st. louis county
alden,mn,freeborn county
alden_township_(freeborn_cnty),mn,freeborn county
alden_township_(st._louis_cnty),mn,st. louis county
aldrich,mn,wadena county
aldrich_township,mn,wadena county
alexandria,mn,douglas county
alexandria_township,mn,douglas county
alfsborg,mn,sibley county
alliance,mn,clay county
alma,mn,marshall county
almond,mn,big stone county
alpha,mn,jackson county
alta_vista,mn,lincoln county
alton,mn,waseca county
altona,mn,pipestone county
altura,mn,winona county
alvarado,mn,marshall county
alvwood,mn,itasca county
amador,mn,chisago county
amboy,mn,blue earth county
amboy_township,mn,cottonwood county
amherst,mn,fillmore county
amiret,mn,lyon county
amo,mn,cottonwood county
amor,mn,otter tail county
andover,mn,anoka county
andover_township,mn,polk county
andrea,mn,wilkin county
angle_inlet,mn,lake of the woods county
angora,mn,st. louis county
angus,mn,polk county
ann,mn,cottonwood county
ann_lake,mn,kanabec county
annandale,mn,wright county
anoka,mn,anoka county
ansel,mn,cass county
anthony,mn,norman county
antrim,mn,watonwan county
apple_valley,mn,dakota county
appleton,mn,swift county
appleton_township,mn,swift county
arago,mn,hubbard county
arbo,mn,itasca county
arco,mn,lincoln county
arctander,mn,kandiyohi county
arden_hills,mn,ramsey county
ardenhurst,mn,itasca county
arena,mn,lac qui parle county
arendahl,mn,fillmore county
argyle,mn,marshall county
arlington,mn,sibley county
arlington_township,mn,sibley county
arlone,mn,pine county
arna,mn,pine county
arrowhead,mn,st. louis county
arthur_township_(kanabec_cnty),mn,kanabec county
arthur_township_(traverse_cnty),mn,traverse county
artichoke,mn,big stone county
arveson,mn,kittson county
ash_lake,mn,lincoln county
ashby,mn,grant county
ashland,mn,dodge county
ashley,mn,stearns county
askov,mn,pine county
athens,mn,isanti county
atherton,mn,wilkin county
atkinson,mn,carlton county
atlanta,mn,becker county
atwater,mn,kandiyohi county
audubon,mn,becker county
audubon_township,mn,becker county
augsburg,mn,marshall county
augusta,mn,lac qui parle county
ault,mn,st. louis county
aurdal,mn,otter tail county
aurora,mn,st. louis county
aurora_township,mn,steele county
austin,mn,mower county
austin_township,mn,mower county
automba,mn,carlton county
avoca,mn,murray county
avon,mn,stearns county
avon_township,mn,stearns county
babbitt,mn,st. louis county
backus,mn,cass county
badger,mn,roseau county
badger_township,mn,polk county
badoura,mn,hubbard county
bagley,mn,clearwater county
baker,mn,clay county
baker_township,mn,stevens county
balaton,mn,lyon county
baldwin,mn,sherburne county
balkan,mn,st. louis county
ball_bluff,mn,aitkin county
ball_club,mn,itasca county
balsam_township_(aitkin_cnty),mn,aitkin county
balsam_township_(itasca_cnty),mn,itasca county
bancroft,mn,freeborn county
bandon,mn,renville county
bangor,mn,pope county
barber,mn,faribault county
barclay,mn,cass county
barnesville,mn,clay county
barnesville_township,mn,clay county
barnett,mn,roseau county
barnum,mn,carlton county
barnum_township,mn,carlton county
barrett,mn,grant county
barry,mn,big stone county
barry_township,mn,pine county
barsness,mn,pope county
bartlett,mn,todd county
barto,mn,roseau county
bashaw,mn,brown county
bassett,mn,st. louis county
bath,mn,freeborn county
battle,mn,beltrami county
battle_lake,mn,otter tail county
battle_plain,mn,rock county
baudette,mn,lake of the woods county
baxter,mn,crow wing county
baxter_township,mn,lac qui parle county
bay_lake,mn,crow wing county
bayport,mn,washington county
baytown,mn,washington county
bear_creek,mn,clearwater county
bear_park,mn,norman county
beardsley,mn,big stone county
bearville,mn,itasca county
beatty,mn,st. louis county
beauford,mn,blue earth county
beaulieu,mn,mahnomen county
beaulieu_township,mn,mahnomen county
beaver_bay,mn,lake county
beaver_bay_township,mn,lake county
beaver_creek,mn,rock county
beaver_creek_township,mn,rock county
beaver_falls,mn,renville county
beaver_township_(aitkin_cnty),mn,aitkin county
beaver_township_(fillmore_cnty),mn,fillmore county
beaver_township_(roseau_cnty),mn,roseau county
becker,mn,sherburne county
becker_township_(cass_cnty),mn,cass county
becker_township_(sherburne_cnty),mn,sherburne county
bejou,mn,mahnomen county
bejou_township,mn,mahnomen county
belfast,mn,murray county
belgium,mn,polk county
belgrade,mn,stearns county
belgrade_township,mn,nicollet county
belle_creek,mn,goodhue county
belle_plaine,mn,scott county
belle_plaine_township,mn,scott county
belle_prairie,mn,morrison county
belle_river,mn,douglas county
bellechester,mn,goodhue county
bellevue,mn,morrison county
bellingham,mn,lac qui parle county
belmont,mn,jackson county
beltrami,mn,polk county
belvidere,mn,goodhue county
belview,mn,redwood county
bemidji,mn,beltrami county
bemidji_township,mn,beltrami county
ben_wade,mn,pope county
bena,mn,cass county
bennington,mn,mower county
benson,mn,swift county
benson_township,mn,swift county
benton,mn,carver county
benville,mn,beltrami county
bergen,mn,mcleod county
berlin,mn,steele county
bernadotte,mn,nicollet county
bertha,mn,todd county
bertha_township,mn,todd county
beseman,mn,carlton county
bethel,mn,anoka county
beulah,mn,cass county
big_bend,mn,chippewa county
big_falls,mn,koochiching county
big_lake,mn,sherburne county
big_lake_cdp,mn,carlton county
big_lake_township,mn,sherburne county
big_stone,mn,big stone county
big_woods,mn,marshall county
bigelow,mn,nobles county
bigelow_township,mn,nobles county
bigfork,mn,itasca county
bigfork_township,mn,itasca county
bingham_lake,mn,cottonwood county
birch,mn,beltrami county
birch_cooley,mn,renville county
birch_creek,mn,pine county
birch_lake,mn,cass county
birchdale,mn,todd county
birchwood_village,mn,washington county
bird_island,mn,renville county
bird_island_township,mn,renville county
biscay,mn,mcleod county
bismarck,mn,sibley county
biwabik,mn,st. louis county
biwabik_township,mn,st. louis county
black_hammer,mn,houston county
black_river,mn,pennington county
blackberry,mn,itasca county
blackduck,mn,beltrami county
blackhoof,mn,carlton county
blaine,mn,anoka county
blakeley,mn,scott county
blind_lake,mn,cass county
blomkest,mn,kandiyohi county
bloom,mn,nobles county
bloomer,mn,marshall county
bloomfield,mn,fillmore county
blooming_grove,mn,waseca county
blooming_prairie,mn,steele county
blooming_prairie_township,mn,steele county
bloomington,mn,hennepin county
blowers,mn,otter tail county
blue_earth,mn,faribault county
blue_earth_city,mn,faribault county
blue_hill,mn,sherburne county
blue_mounds,mn,pope county
blueberry,mn,wadena county
bluffton,mn,otter tail county
bluffton_township,mn,otter tail county
bock,mn,mille lacs county
bogus_brook,mn,mille lacs county
bondin,mn,murray county
boon_lake,mn,renville county
borgholm,mn,mille lacs county
borup,mn,norman county
bovey,mn,itasca county
bowlus,mn,morrison county
bowstring,mn,itasca county
boxville,mn,marshall county
boy_lake,mn,cass county
boy_river,mn,cass county
boy_river_township,mn,cass county
boyd,mn,lac qui parle county
bradbury,mn,mille lacs county
bradford_township_(isanti_cnty),mn,isanti county
bradford_township_(wilkin_cnty),mn,wilkin county
braham,mn,isanti county
brainerd,mn,crow wing county
brandon,mn,douglas county
brandon_township,mn,douglas county
brandrup,mn,wilkin county
brandsvold,mn,polk county
brandt,mn,polk county
bray,mn,pennington county
breckenridge,mn,wilkin county
breckenridge_township,mn,wilkin county
breezy_point,mn,crow wing county
breitung,mn,st. louis county
bremen,mn,pine county
brevator,mn,st. louis county
brewster,mn,nobles county
bricelyn,mn,faribault county
bridgewater,mn,rice county
brighton,mn,nicollet county
brislet,mn,polk county
bristol,mn,fillmore county
brockway,mn,stearns county
brook_park,mn,pine county
brook_park_township,mn,pine county
brookfield,mn,renville county
brooklyn_center,mn,hennepin county
brooklyn_park,mn,hennepin county
brooks,mn,red lake county
brookston,mn,st. louis county
brookville,mn,redwood county
brooten,mn,stearns county
browerville,mn,todd county
browns_creek,mn,red lake county
browns_valley,mn,traverse county
browns_valley_township,mn,big stone county
brownsdale,mn,mower county
brownsville,mn,houston county
brownsville_township,mn,houston county
brownton,mn,mcleod county
bruce,mn,todd county
bruno,mn,pine county
bruno_township,mn,pine county
brunswick,mn,kanabec county
brush_creek,mn,faribault county
buckman,mn,morrison county
buckman_township,mn,morrison county
buffalo,mn,wright county
buffalo_lake,mn,renville county
buffalo_township,mn,wright county
buh,mn,morrison county
buhl,mn,st. louis county
bull_moose,mn,cass county
bullard,mn,wadena county
bungo,mn,cass county
burbank,mn,kandiyohi county
burke,mn,pipestone county
burleene,mn,todd county
burlington,mn,becker county
burnhamville,mn,todd county
burnstown,mn,brown county
burnsville,mn,dakota county
burton,mn,yellow medicine county
burtrum,mn,todd county
buse,mn,otter tail county
butler,mn,otter tail county
butterfield,mn,watonwan county
butterfield_township,mn,watonwan county
butternut_valley,mn,blue earth county
buzzle,mn,beltrami county
bygland,mn,polk county
byron,mn,olmsted county
byron_township_(cass_cnty),mn,cass county
byron_township_(waseca_cnty),mn,waseca county
cairo,mn,renville county
caledonia,mn,houston county
caledonia_township,mn,houston county
callaway,mn,becker county
callaway_township,mn,becker county
calumet,mn,itasca county
cambria,mn,blue earth county
cambridge,mn,isanti county
cambridge_township,mn,isanti county
camden,mn,carver county
cameron,mn,murray county
camp,mn,renville county
camp_5,mn,st. louis county
camp_lake,mn,swift county
camp_release,mn,lac qui parle county
campbell,mn,wilkin county
campbell_township,mn,wilkin county
canby,mn,yellow medicine county
candor,mn,otter tail county
canisteo,mn,dodge county
cannon,mn,kittson county
cannon_city,mn,rice county
cannon_falls,mn,goodhue county
cannon_falls_township,mn,goodhue county
canosia,mn,st. louis county
canton,mn,fillmore county
canton_township,mn,fillmore county
caribou,mn,kittson county
carimona,mn,fillmore county
carlisle,mn,otter tail county
carlos,mn,douglas county
carlos_township,mn,douglas county
carlston,mn,freeborn county
carlton,mn,carlton county
carpenter,mn,itasca county
carrolton,mn,fillmore county
carson,mn,cottonwood county
carsonville,mn,becker county
carver,mn,carver county
cascade,mn,olmsted county
cashel,mn,swift county
cass_lake,mn,cass county
castle_rock,mn,dakota county
cedar_lake,mn,scott county
cedar_mills,mn,meeker county
cedar_mills_township,mn,meeker county
cedar_township_(marshall_cnty),mn,marshall county
cedar_township_(martin_cnty),mn,martin county
cedar_valley,mn,st. louis county
cedarbend,mn,roseau county
center,mn,crow wing county
center_city,mn,chisago county
center_creek,mn,martin county
centerville,mn,anoka county
ceresco,mn,blue earth county
cerro_gordo,mn,lac qui parle county
ceylon,mn,martin county
champion,mn,wilkin county
champlin,mn,hennepin county
chanarambie,mn,murray county
chandler,mn,murray county
chanhassen,mn,carver county
charlestown,mn,redwood county
chaska,mn,carver county
chatfield,mn,fillmore county
chatfield_township,mn,fillmore county
chatham,mn,wright county
chengwatana,mn,pine county
cherry,mn,st. louis county
cherry_grove,mn,goodhue county
chester_township_(polk_cnty),mn,polk county
chester_township_(wabasha_cnty),mn,wabasha county
chickamaw_beach,mn,cass county
chief,mn,mahnomen county
chippewa_falls,mn,pope county
chisago_city,mn,chisago county
chisago_lake,mn,chisago county
chisholm,mn,st. louis county
chokio,mn,stevens county
christiania,mn,jackson county
circle_pines,mn,anoka county
clara_city,mn,chippewa county
claremont,mn,dodge county
claremont_township,mn,dodge county
clarissa,mn,todd county
clark_township_(aitkin_cnty),mn,aitkin county
clark_township_(faribault_cnty),mn,faribault county
clarkfield,mn,yellow medicine county
clarks_grove,mn,freeborn county
clay,mn,hubbard county
clayton,mn,mower county
clear_lake,mn,sherburne county
clear_lake_township,mn,sherburne county
clearbrook,mn,clearwater county
clearwater,mn,wright county
clearwater_township,mn,wright county
clements,mn,redwood county
cleveland,mn,le sueur county
cleveland_township,mn,le sueur county
clifton_township_(lyon_cnty),mn,lyon county
clifton_township_(traverse_cnty),mn,traverse county
climax,mn,polk county
clinton,mn,big stone county
clinton_falls,mn,steele county
clinton_township_(rock_cnty),mn,rock county
clinton_township_(st._louis_cnty),mn,st. louis county
clitherall,mn,otter tail county
clitherall_township,mn,otter tail county
clontarf,mn,swift county
clontarf_township,mn,swift county
cloquet,mn,carlton county
clover_township_(clearwater_cnty),mn,clearwater county
clover_township_(hubbard_cnty),mn,hubbard county
clover_township_(mahnomen_cnty),mn,mahnomen county
clover_township_(pine_cnty),mn,pine county
cloverleaf,mn,pennington county
clow,mn,kittson county
coates,mn,dakota county
cobden,mn,brown county
cohasset,mn,itasca county
cokato,mn,wright county
cokato_township,mn,wright county
cold_spring,mn,stearns county
coleraine,mn,itasca county
colfax,mn,kandiyohi county
collegeville,mn,stearns county
collins,mn,mcleod county
collinwood,mn,meeker county
cologne,mn,carver county
columbia,mn,polk county
columbia_heights,mn,anoka county
columbus,mn,anoka county
colvin,mn,st. louis county
comfort,mn,kanabec county
comfrey,mn,brown county
como,mn,marshall county
compton,mn,otter tail county
comstock,mn,clay county
comstock_township,mn,marshall county
concord,mn,dodge county
conger,mn,freeborn county
connelly,mn,wilkin county
cook,mn,st. louis county
coon_creek,mn,lyon county
coon_rapids,mn,anoka county
copley,mn,clearwater county
corcoran,mn,hennepin county
cordova,mn,le sueur county
corinna,mn,wright county
corliss,mn,otter tail county
cormant,mn,beltrami county
cormorant,mn,becker county
cornish_township_(aitkin_cnty),mn,aitkin county
cornish_township_(sibley_cnty),mn,sibley county
correll,mn,big stone county
cosmos,mn,meeker county
cosmos_township,mn,meeker county
cottage_grove,mn,washington county
cotton,mn,st. louis county
cottonwood,mn,lyon county
cottonwood_township,mn,brown county
courtland,mn,nicollet county
courtland_township,mn,nicollet county
crane_lake,mn,st. louis county
crate,mn,chippewa county
credit_river,mn,scott county
croke,mn,traverse county
cromwell,mn,carlton county
cromwell_township,mn,clay county
crooked_creek,mn,houston county
crooked_lake,mn,cass county
crooks,mn,renville county
crookston,mn,polk county
crookston_township,mn,polk county
crosby,mn,crow wing county
crosby_township,mn,pine county
crosslake,mn,crow wing county
crow_lake,mn,stearns county
crow_river,mn,stearns county
crow_wing,mn,crow wing county
crow_wing_lake,mn,hubbard county
crystal,mn,hennepin county
crystal_bay,mn,lake county
cuba,mn,becker county
culdrum,mn,morrison county
culver,mn,st. louis county
currie,mn,murray county
cushing,mn,morrison county
custer,mn,lyon county
cuyuna,mn,crow wing county
cyrus,mn,pope county
daggett_brook,mn,crow wing county
dahlgren,mn,carver county
dailey,mn,mille lacs county
dakota,mn,winona county
dalbo,mn,isanti county
dale,mn,cottonwood county
dalton,mn,otter tail county
dane_prairie,mn,otter tail county
danforth,mn,pine county
danielson,mn,meeker county
danube,mn,renville county
danvers,mn,swift county
danville,mn,blue earth county
darfur,mn,watonwan county
darling,mn,morrison county
darnen,mn,stevens county
darwin,mn,meeker county
darwin_township,mn,meeker county
dassel,mn,meeker county
dassel_township,mn,meeker county
davis,mn,kittson county
dawson,mn,lac qui parle county
dayton,mn,hennepin county
de_graff,mn,swift county
dead_lake,mn,otter tail county
decoria,mn,blue earth county
deephaven,mn,hennepin county
deer,mn,roseau county
deer_creek,mn,otter tail county
deer_creek_township,mn,otter tail county
deer_park,mn,pennington county
deer_river,mn,itasca county
deer_river_township,mn,itasca county
deerfield_township_(cass_cnty),mn,cass county
deerfield_township_(steele_cnty),mn,steele county
deerhorn,mn,wilkin county
deerwood,mn,crow wing county
deerwood_township_(crow_wing_cnty),mn,crow wing county
deerwood_township_(kittson_cnty),mn,kittson county
delafield,mn,jackson county
delano,mn,wright county
delavan,mn,faribault county
delavan_township,mn,faribault county
delaware,mn,grant county
delhi,mn,redwood county
delhi_township,mn,redwood county
dell_grove,mn,pine county
dellwood,mn,washington county
delton,mn,cottonwood county
denham,mn,pine county
denmark,mn,washington county
dennison,mn,goodhue county
dent,mn,otter tail county
denver,mn,rock county
derrynane,mn,le sueur county
des_moines,mn,jackson county
des_moines_river,mn,murray county
detroit,mn,becker county
detroit_lakes,mn,becker county
dewald,mn,nobles county
dewey,mn,roseau county
dexter,mn,mower county
dexter_township,mn,mower county
diamond_lake,mn,lincoln county
dieter,mn,roseau county
dilworth,mn,clay county
dodge_center,mn,dodge county
dollymount,mn,traverse county
donaldson,mn,kittson county
donnelly,mn,stevens county
donnelly_township_(marshall_cnty),mn,marshall county
donnelly_township_(stevens_cnty),mn,stevens county
dora,mn,otter tail county
doran,mn,wilkin county
douglas,mn,dakota county
dover,mn,olmsted county
dover_township,mn,olmsted county
dovray,mn,murray county
dovray_township,mn,murray county
dovre,mn,kandiyohi county
drammen,mn,lincoln county
dresbach,mn,winona county
dryden,mn,sibley county
dublin,mn,swift county
dudley,mn,clearwater county
duluth,mn,st. louis county
duluth_township,mn,st. louis county
dumont,mn,traverse county
dunbar,mn,faribault county
dundas,mn,rice county
dundee,mn,nobles county
dunn,mn,otter tail county
dunnell,mn,martin county
durand,mn,beltrami county
eagan,mn,dakota county
eagle,mn,carlton county
eagle_bend,mn,todd county
eagle_lake,mn,blue earth county
eagle_lake_township,mn,otter tail county
eagle_point,mn,marshall county
eagle_valley,mn,todd county
eagle_view,mn,becker county
eagles_nest,mn,st. louis county
east_bethel,mn,anoka county
east_chain,mn,martin county
east_grand_forks,mn,polk county
east_gull_lake,mn,cass county
east_lake_lillian,mn,kandiyohi county
east_park,mn,marshall county
east_side,mn,mille lacs county
east_valley,mn,marshall county
eastern,mn,otter tail county
easton,mn,faribault county
ebro,mn,clearwater county
echo,mn,yellow medicine county
echo_township,mn,yellow medicine county
eckles,mn,beltrami county
eckvoll,mn,marshall county
eddy,mn,clearwater county
eden_lake,mn,stearns county
eden_prairie,mn,hennepin county
eden_township_(brown_cnty),mn,brown county
eden_township_(pipestone_cnty),mn,pipestone county
eden_township_(polk_cnty),mn,polk county
eden_valley,mn,meeker county
edgerton,mn,pipestone county
edina,mn,hennepin county
edison,mn,swift county
edna,mn,otter tail county
edwards,mn,kandiyohi county
effie,mn,itasca county
effington,mn,otter tail county
eglon,mn,clay county
eidsvold,mn,lyon county
eitzen,mn,houston county
elba,mn,winona county
elba_township,mn,winona county
elbow_lake,mn,grant county
elbow_lake_cdp,mn,becker county
elbow_lake_township,mn,grant county
eldorado,mn,stevens county
elgin,mn,wabasha county
elgin_township,mn,wabasha county
elizabeth,mn,otter tail county
elizabeth_township,mn,otter tail county
elk,mn,nobles county
elk_lake,mn,grant county
elk_river,mn,sherburne county
elko_new_market,mn,scott county
elkton,mn,mower county
elkton_township,mn,clay county
ellendale,mn,steele county
ellington,mn,dodge county
ellsborough,mn,murray county
ellsburg,mn,st. louis county
ellsworth,mn,nobles county
ellsworth_township,mn,meeker county
elm_creek,mn,martin county
elmdale,mn,morrison county
elmdale_township,mn,morrison county
elmer_township_(pipestone_cnty),mn,pipestone county
elmer_township_(st._louis_cnty),mn,st. louis county
elmira,mn,olmsted county
elmo,mn,otter tail county
elmore,mn,faribault county
elmore_township,mn,faribault county
elmwood,mn,clay county
elrosa,mn,stearns county
ely,mn,st. louis county
elysian,mn,le sueur county
elysian_township,mn,le sueur county
emardville,mn,red lake county
embarrass,mn,st. louis county
emerald,mn,faribault county
emily,mn,crow wing county
emmet,mn,renville county
emmons,mn,freeborn county
empire,mn,dakota county
enstrom,mn,roseau county
enterprise,mn,jackson county
equality,mn,red lake county
erdahl,mn,grant county
erhard,mn,otter tail county
erhards_grove,mn,otter tail county
ericson,mn,renville county
erie,mn,becker county
erin,mn,rice county
erskine,mn,polk county
esko,mn,carlton county
espelie,mn,marshall county
esther,mn,polk county
euclid,mn,polk county
eureka,mn,dakota county
evan,mn,brown county
evansville,mn,douglas county
evansville_township,mn,douglas county
eveleth,mn,st. louis county
everglade,mn,stevens county
evergreen,mn,becker county
everts,mn,otter tail county
ewington,mn,jackson county
excel,mn,marshall county
excelsior,mn,hennepin county
eyota,mn,olmsted county
eyota_township,mn,olmsted county
fahlun,mn,kandiyohi county
fair_haven,mn,stearns county
fairbanks,mn,st. louis county
fairfax,mn,renville county
fairfax_township,mn,polk county
fairfield_township_(crow_wing_cnty),mn,crow wing county
fairfield_township_(swift_cnty),mn,swift county
fairhaven,mn,stearns county
fairmont,mn,martin county
fairmont_township,mn,martin county
fairview_township_(cass_cnty),mn,cass county
fairview_township_(lyon_cnty),mn,lyon county
falcon_heights,mn,ramsey county
falk,mn,clearwater county
fall_lake,mn,lake county
falun,mn,roseau county
fanny,mn,polk county
farden,mn,hubbard county
faribault,mn,rice county
farley,mn,polk county
farm_island,mn,aitkin county
farming,mn,stearns county
farmington,mn,dakota county
farmington_township,mn,olmsted county
farwell,mn,pope county
fawn_lake,mn,todd county
faxon,mn,sibley county
fayal,mn,st. louis county
featherstone,mn,goodhue county
federal_dam,mn,cass county
feeley,mn,itasca county
felton,mn,clay county
felton_township,mn,clay county
fenton,mn,murray county
fergus_falls,mn,otter tail county
fergus_falls_township,mn,otter tail county
fern,mn,hubbard county
fertile,mn,polk county
field,mn,st. louis county
fieldon,mn,watonwan county
fifty_lakes,mn,crow wing county
fillmore,mn,fillmore county
fine_lakes,mn,st. louis county
finland,mn,lake county
finlayson,mn,pine county
finlayson_township,mn,pine county
fish_lake,mn,jackson county
fish_lake_township,mn,chisago county
fisher,mn,polk county
fisher_township,mn,polk county
fleming_township_(aitkin_cnty),mn,aitkin county
fleming_township_(pine_cnty),mn,pine county
flensburg,mn,morrison county
flom,mn,norman county
floodwood,mn,st. louis county
floodwood_township,mn,st. louis county
flora,mn,renville county
florence,mn,lyon county
florence_township,mn,goodhue county
florida,mn,yellow medicine county
flowing,mn,clay county
foldahl,mn,marshall county
folden,mn,otter tail county
foley,mn,benton county
folsom,mn,traverse county
forada,mn,douglas county
ford,mn,kanabec county
forest_city,mn,meeker county
forest_lake,mn,washington county
forest_prairie,mn,meeker county
forest_township_(becker_cnty),mn,becker county
forest_township_(rice_cnty),mn,rice county
foreston,mn,mille lacs county
forestville,mn,fillmore county
fork,mn,marshall county
fort_ripley,mn,crow wing county
fort_ripley_township,mn,crow wing county
fortier,mn,yellow medicine county
fosston,mn,polk county
fossum,mn,norman county
foster_township_(big_stone_cnty),mn,big stone county
foster_township_(faribault_cnty),mn,faribault county
fountain,mn,fillmore county
fountain_prairie,mn,pipestone county
fountain_township,mn,fillmore county
fox_lake,mn,martin county
foxhome,mn,wilkin county
foxhome_township,mn,wilkin county
framnas,mn,stevens county
franconia,mn,chisago county
frankford,mn,mower county
franklin,mn,renville county
franklin_township,mn,wright county
fraser,mn,martin county
frazee,mn,becker county
fredenberg,mn,st. louis county
freeborn,mn,freeborn county
freeborn_township,mn,freeborn county
freedom,mn,waseca county
freeland,mn,lac qui parle county
freeman,mn,freeborn county
freeport,mn,stearns county
fremont,mn,winona county
french,mn,st. louis county
french_lake,mn,wright county
friberg,mn,otter tail county
fridley,mn,anoka county
friendship,mn,yellow medicine county
frohn,mn,beltrami county
frontenac,mn,goodhue county
frost,mn,faribault county
fulda,mn,murray county
gail_lake,mn,crow wing county
galena,mn,martin county
gales,mn,redwood county
garden,mn,polk county
garden_city,mn,blue earth county
garden_city_township,mn,blue earth county
garfield,mn,douglas county
garfield_township_(lac_qui_parle_cnty),mn,lac qui parle county
garfield_township_(polk_cnty),mn,polk county
garnes,mn,red lake county
garrison,mn,crow wing county
garrison_township,mn,crow wing county
garvin,mn,lyon county
gary,mn,norman county
gaylord,mn,sibley county
gem_lake,mn,ramsey county
geneva,mn,freeborn county
geneva_township,mn,freeborn county
gennessee,mn,kandiyohi county
genola,mn,morrison county
gentilly,mn,polk county
georgetown,mn,clay county
georgetown_township,mn,clay county
germania,mn,todd county
germantown,mn,cottonwood county
gervais,mn,red lake county
getty,mn,stearns county
ghent,mn,lyon county
gibbon,mn,sibley county
gilbert,mn,st. louis county
gilchrist,mn,pope county
gillford,mn,wabasha county
gilman,mn,benton county
gilmanton,mn,benton county
girard,mn,otter tail county
glasgow,mn,wabasha county
glen,mn,aitkin county
glencoe,mn,mcleod county
glencoe_township,mn,mcleod county
glendorado,mn,benton county
glenville,mn,freeborn county
glenwood,mn,pope county
glenwood_township,mn,pope county
glyndon,mn,clay county
glyndon_township,mn,clay county
gnesen,mn,st. louis county
godfrey,mn,polk county
golden_valley,mn,hennepin county
golden_valley_township,mn,roseau county
gonvick,mn,clearwater county
good_hope_township_(itasca_cnty),mn,itasca county
good_hope_township_(norman_cnty),mn,norman county
good_thunder,mn,blue earth county
goodhue,mn,goodhue county
goodhue_township,mn,goodhue county
goodland,mn,itasca county
goodridge,mn,pennington county
goodridge_township,mn,pennington county
goodview,mn,winona county
goose_prairie,mn,clay county
gordon,mn,todd county
gorman,mn,otter tail county
gorton,mn,grant county
gould,mn,cass county
grace,mn,chippewa county
graceville,mn,big stone county
graceville_township,mn,big stone county
grafton,mn,sibley county
graham,mn,benton county
graham_lakes,mn,nobles county
granada,mn,martin county
granby,mn,nicollet county
grand_forks,mn,polk county
grand_lake,mn,st. louis county
grand_marais,mn,cook county
grand_meadow,mn,mower county
grand_meadow_township,mn,mower county
grand_plain,mn,marshall county
grand_prairie,mn,nobles county
grand_rapids,mn,itasca county
grandview,mn,lyon county
grange,mn,pipestone county
granite,mn,morrison county
granite_falls,mn,yellow medicine county
granite_falls_township,mn,chippewa county
granite_ledge,mn,benton county
granite_rock,mn,redwood county
grant,mn,washington county
grant_valley,mn,beltrami county
granville,mn,kittson county
grass_lake,mn,kanabec county
grasston,mn,kanabec county
grattan,mn,itasca county
gray,mn,pipestone county
great_bend,mn,cottonwood county
great_scott,mn,st. louis county
green_isle,mn,sibley county
green_isle_township,mn,sibley county
green_lake,mn,kandiyohi county
green_meadow,mn,norman county
green_prairie,mn,morrison county
green_valley,mn,becker county
greenbush,mn,roseau county
greenbush_township,mn,mille lacs county
greenfield,mn,hennepin county
greenfield_township,mn,wabasha county
greenleaf,mn,meeker county
greenvale,mn,dakota county
greenwald,mn,stearns county
greenway,mn,itasca county
greenwood,mn,hennepin county
greenwood_township_(clearwater_cnty),mn,clearwater county
greenwood_township_(st._louis_cnty),mn,st. louis county
gregory,mn,mahnomen county
grey_cloud_island,mn,washington county
grey_eagle,mn,todd county
grey_eagle_township,mn,todd county
grimstad,mn,roseau county
grove,mn,stearns county
grove_city,mn,meeker county
grove_lake,mn,pope county
grove_park-tilden,mn,polk county
grygla,mn,marshall county
gully,mn,polk county
gully_township,mn,polk county
guthrie,mn,hubbard county
hackensack,mn,cass county
hadley,mn,murray county
hagali,mn,beltrami county
hagen,mn,clay county
halden,mn,st. louis county
hale,mn,mcleod county
hallock,mn,kittson county
hallock_township,mn,kittson county
halma,mn,kittson county
halstad,mn,norman county
halstad_township,mn,norman county
ham_lake,mn,anoka county
hamburg,mn,carver county
hamden,mn,becker county
hamlin,mn,lac qui parle county
hammer,mn,yellow medicine county
hammond,mn,wabasha county
hammond_township,mn,polk county
hampden,mn,kittson county
hampton,mn,dakota county
hampton_township,mn,dakota county
hamre,mn,beltrami county
hancock,mn,stevens county
hancock_township,mn,carver county
hangaard,mn,clearwater county
hanley_falls,mn,yellow medicine county
hanover,mn,wright county
hanska,mn,brown county
hansonville,mn,lincoln county
hantho,mn,lac qui parle county
harding,mn,morrison county
hardwick,mn,rock county
harmony,mn,fillmore county
harmony_township,mn,fillmore county
harris,mn,chisago county
harris_township,mn,itasca county
harrison,mn,kandiyohi county
hart,mn,winona county
hart_lake,mn,hubbard county
hartford,mn,todd county
hartland,mn,freeborn county
